gbif	canonical	genus_jw	se_jw	gswitch	fuzzy	bothwfo	suspect	spelling_alternative	remove
Agropyron inerme	Agropyron inerme	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron spicatum var. pubescens	Agropyron spicatum var. pubescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron fragile	Agropyron fragile	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron cristatum subsp. sabulosum	Agropyron cristatum subsp. sabulosum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron cristatum var. hirsutissimum	Agropyron cristatum var. hirsutissimum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron pumilum	Agropyron pumilum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron reflexiaristatum	Agropyron reflexiaristatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron repens var. maritimum	Agropyron repens var. maritimum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron squarrosum	Agropyron squarrosum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron cristatum var. desertorum	Agropyron cristatum var. desertorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron cristatum subsp. ponticum	Agropyron cristatum subsp. ponticum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron fibrosum	Agropyron fibrosum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron macrourum	Agropyron macrourum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron miserum	Agropyron miserum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron repens var. pubescens	Agropyron repens var. pubescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron fragile subsp. sibiricum	Agropyron fragile subsp. sibiricum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron tsukushiense	Agropyron tsukushiense	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron abchazicum	Agropyron abchazicum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron boreale	Agropyron boreale	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron pinifolium	Agropyron pinifolium	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron cristatum subsp. tarbagataicum	Agropyron cristatum subsp. tarbagataicum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron cristatum subsp. cristatum	Agropyron cristatum subsp. cristatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron longiglume	Agropyron longiglume	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron smithii	Agropyron smithii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agropyron desertorum var. desertorum	Agropyron desertorum var. desertorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostemma githago	Agrostemma githago	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostemma sylvestris	Agrostemma sylvestris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostemma githago var. macrospermum	Agrostemma githago var. macrospermum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostemma flos-cuculi	Agrostemma flos-cuculi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. arida	Agrostis canina var. arida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis jacutica	Agrostis jacutica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera subsp. straminea	Agrostis stolonifera subsp. straminea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis varians	Agrostis varians	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. silvatica	Agrostis alba var. silvatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis claudii	Agrostis claudii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis tenuis	Agrostis tenuis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canescens	Agrostis canescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis flavidula	Agrostis flavidula	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis castellana var. olivetorum	Agrostis castellana var. olivetorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis sylvatica	Agrostis sylvatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alpina	Agrostis alpina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris var. aristata	Agrostis capillaris var. aristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris var. dubia	Agrostis capillaris var. dubia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis caryophyllea	Agrostis caryophyllea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis setifolia	Agrostis setifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis mexicana	Agrostis mexicana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. diffusa	Agrostis alba var. diffusa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis bolivaris	Agrostis bolivaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis kronokensis	Agrostis kronokensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. maritima	Agrostis stolonifera var. maritima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vinealis var. mutica	Agrostis vinealis var. mutica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis syreistschikowii	Agrostis syreistschikowii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pumila	Agrostis pumila	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis intermedia	Agrostis intermedia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. mutica	Agrostis canina var. mutica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis salmantica	Agrostis salmantica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabrata	Agrostis scabrata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. pudica	Agrostis canina var. pudica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis wightii	Agrostis wightii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis maritima	Agrostis maritima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canariensis	Agrostis canariensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis hyemalis var. scabra	Agrostis hyemalis var. scabra	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis effusa	Agrostis effusa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis divaricata	Agrostis divaricata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis straminea	Agrostis straminea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. arenaria	Agrostis stolonifera var. arenaria	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera subsp. scabrida	Agrostis stolonifera subsp. scabrida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera subsp. gigantea	Agrostis stolonifera subsp. gigantea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. stolonifera	Agrostis canina var. stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis sibirica	Agrostis sibirica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis rupestris	Agrostis rupestris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vinealis	Agrostis vinealis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis macrathera	Agrostis macrathera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. bottnica	Agrostis stolonifera var. bottnica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis navarroi	Agrostis navarroi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris var. capillaris	Agrostis capillaris var. capillaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. coarctata	Agrostis alba var. coarctata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis oreophila	Agrostis oreophila	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. compacta	Agrostis stolonifera var. compacta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. canina	Agrostis canina var. canina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pallida	Agrostis pallida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis reptans	Agrostis reptans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vinealis subsp. trinii	Agrostis vinealis subsp. trinii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris subsp. olivetorum	Agrostis capillaris subsp. olivetorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis fasciculata	Agrostis fasciculata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. gigantea	Agrostis stolonifera var. gigantea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. pseudopungens	Agrostis alba var. pseudopungens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba	Agrostis alba	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis spicata	Agrostis spicata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis filifolia	Agrostis filifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis elegans	Agrostis elegans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis procumbens	Agrostis procumbens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis montana	Agrostis montana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. gigantea	Agrostis alba var. gigantea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. tenuis	Agrostis stolonifera var. tenuis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. marina	Agrostis stolonifera var. marina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis hispanica var. mutica	Agrostis hispanica var. mutica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina subsp. canina	Agrostis canina subsp. canina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. stolonifera	Agrostis alba var. stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis ceretana	Agrostis ceretana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis schiedeana	Agrostis schiedeana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis polymorpha var. stolonifera	Agrostis polymorpha var. stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis borealis var. flaccida	Agrostis borealis var. flaccida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris var. pumila	Agrostis capillaris var. pumila	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stricta	Agrostis stricta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis hyperborea	Agrostis hyperborea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis tenuis var. aristata	Agrostis tenuis var. aristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis schweinitzii	Agrostis schweinitzii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris var. stolonifera	Agrostis capillaris var. stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabra var. scabra	Agrostis scabra var. scabra	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pulchella	Agrostis pulchella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis adscendens	Agrostis adscendens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis cavanillesiana	Agrostis cavanillesiana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis atroviolacea	Agrostis atroviolacea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera subsp. maritima	Agrostis stolonifera subsp. maritima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pseudopungens	Agrostis pseudopungens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis arundinacea	Agrostis arundinacea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabra var. aristata	Agrostis scabra var. aristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. decumbens	Agrostis alba var. decumbens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. major	Agrostis stolonifera var. major	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina subsp. montana	Agrostis canina subsp. montana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. pseudopungens	Agrostis stolonifera var. pseudopungens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis flaccida	Agrostis flaccida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis marysae-tortiae	Agrostis marysae-tortiae	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pungens	Agrostis pungens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis comosa	Agrostis comosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis simulans	Agrostis simulans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis coarctata	Agrostis coarctata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis castellana var. mixta	Agrostis castellana var. mixta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis compressa	Agrostis compressa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vinealis subsp. ericetorum	Agrostis vinealis subsp. ericetorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis polymorpha	Agrostis polymorpha	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis castellana var. mutica	Agrostis castellana var. mutica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonizans	Agrostis stolonizans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. humilis	Agrostis canina var. humilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vulgaris	Agrostis vulgaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis diffusa	Agrostis diffusa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis aberrans	Agrostis aberrans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis panicea	Agrostis panicea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. compacta	Agrostis alba var. compacta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. maritima	Agrostis alba var. maritima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. ramosa	Agrostis stolonifera var. ramosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vinealis subsp. planifolia	Agrostis vinealis subsp. planifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis sepium	Agrostis sepium	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis albida	Agrostis albida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba subsp. vulgaris	Agrostis alba subsp. vulgaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris var. humilis	Agrostis capillaris var. humilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis perennans var. aestivalis	Agrostis perennans var. aestivalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. prorepens	Agrostis alba var. prorepens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabra var. septentrionalis	Agrostis scabra var. septentrionalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis prorepens	Agrostis prorepens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. palustris	Agrostis alba var. palustris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabra subsp. septentrionalis	Agrostis scabra subsp. septentrionalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis filiformis	Agrostis filiformis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. patula	Agrostis alba var. patula	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris	Agrostis capillaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pusilla	Agrostis pusilla	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis perennans	Agrostis perennans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis antarctica	Agrostis antarctica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis perezii	Agrostis perezii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis capillaris subsp. castellana	Agrostis capillaris subsp. castellana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. stolonifera	Agrostis stolonifera var. stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis planifolia	Agrostis planifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis gigantea	Agrostis gigantea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. latifolia	Agrostis stolonifera var. latifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. nievrensis	Agrostis stolonifera var. nievrensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis azorica	Agrostis azorica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabra	Agrostis scabra	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis sokolovskajae	Agrostis sokolovskajae	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis gigantea var. glaucescens	Agrostis gigantea var. glaucescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis hyemalis var. tenuis	Agrostis hyemalis var. tenuis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis araucana	Agrostis araucana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. diffusa	Agrostis stolonifera var. diffusa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis elata	Agrostis elata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis kudoi	Agrostis kudoi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis flaccida var. trinii	Agrostis flaccida var. trinii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis cespitosa	Agrostis cespitosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina subsp. granatensis	Agrostis canina subsp. granatensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. prorepens	Agrostis stolonifera var. prorepens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vinealis subsp. kudoi	Agrostis vinealis subsp. kudoi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. montana	Agrostis canina var. montana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera subsp. stolonifera	Agrostis stolonifera subsp. stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis tenella	Agrostis tenella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vulgaris var. pumila	Agrostis vulgaris var. pumila	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina subsp. monteluccii	Agrostis canina subsp. monteluccii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. opulenta	Agrostis canina var. opulenta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. varians	Agrostis canina var. varians	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis trinii	Agrostis trinii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis palustris	Agrostis palustris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis spica-venti	Agrostis spica-venti	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina	Agrostis canina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis ericetorum	Agrostis ericetorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. aristata	Agrostis alba var. aristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis salina	Agrostis salina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis epigejos	Agrostis epigejos	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis altissima	Agrostis altissima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis bodaibensis	Agrostis bodaibensis	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Agrostis canina var. pusilla	Agrostis canina var. pusilla	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis tenuifolia	Agrostis tenuifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis tenuis subsp. oreophila	Agrostis tenuis subsp. oreophila	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis linearis	Agrostis linearis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis olivetorum	Agrostis olivetorum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis triaristata	Agrostis triaristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis gracilis	Agrostis gracilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. palustris	Agrostis stolonifera var. palustris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pourretii	Agrostis pourretii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera	Agrostis stolonifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis pauzhetica	Agrostis pauzhetica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis nigra	Agrostis nigra	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis magellanica subsp. laeviuscula	Agrostis magellanica subsp. laeviuscula	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis gautieri	Agrostis gautieri	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis vulgaris var. umbrosa	Agrostis vulgaris var. umbrosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis virginica	Agrostis virginica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis eliasii	Agrostis eliasii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis chinantlae	Agrostis chinantlae	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis tricuspidata	Agrostis tricuspidata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis scabriglumis	Agrostis scabriglumis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera var. scabriglumis	Agrostis stolonifera var. scabriglumis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis nivea	Agrostis nivea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis hyemalis var. laxiflora	Agrostis hyemalis var. laxiflora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alpina var. flavescens	Agrostis alpina var. flavescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis castellana	Agrostis castellana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis marschalliana	Agrostis marschalliana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis flava	Agrostis flava	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis diluta	Agrostis diluta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis gigantea var. dispar	Agrostis gigantea var. dispar	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis repens	Agrostis repens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis stolonifera subsp. scabriglumis	Agrostis stolonifera subsp. scabriglumis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis parviflora	Agrostis parviflora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis perennans var. elata	Agrostis perennans var. elata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis turkestanica	Agrostis turkestanica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis nevadensis var. minor	Agrostis nevadensis var. minor	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis alba var. vulgaris	Agrostis alba var. vulgaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis canina var. decipiens	Agrostis canina var. decipiens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Agrostis gigantea var. ramosa	Agrostis gigantea var. ramosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
