gbif	canonical	genus_jw	se_jw	gswitch	fuzzy	bothwfo	suspect	spelling_alternative	remove
Mentha citrata	Mentha citrata	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Mentha spicata var. spicata	Mentha spicata var. spicata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica	Mentha aquatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha dubia	Mentha dubia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pulegium var. erecta	Mentha pulegium var. erecta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha intricata	Mentha intricata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha subspicata	Mentha subspicata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha gentilis var. agardhiana	Mentha gentilis var. agardhiana	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Mentha arvensis var. austriaca	Mentha arvensis var. austriaca	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha polymorpha	Mentha polymorpha	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha hybrida	Mentha hybrida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis var. parietariifolia	Mentha arvensis var. parietariifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha gentilis var. arrhenii	Mentha gentilis var. arrhenii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pulegium	Mentha pulegium	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis var. agrestis	Mentha arvensis var. agrestis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis var. cuneifolia	Mentha arvensis var. cuneifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pulchella	Mentha pulchella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha agrestis	Mentha agrestis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pastoris	Mentha pastoris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha austriaca	Mentha austriaca	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. ortmanniana	Mentha aquatica var. ortmanniana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. pseudopiperita	Mentha aquatica var. pseudopiperita	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha lapponica	Mentha lapponica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pulegium var. tomentella	Mentha pulegium var. tomentella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica subsp. hirsuta	Mentha aquatica subsp. hirsuta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. citrata	Mentha aquatica var. citrata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. hirsuta	Mentha aquatica var. hirsuta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha ortmanniana	Mentha ortmanniana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha vagans	Mentha vagans	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha obtusata	Mentha obtusata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis var. obtusifolia	Mentha arvensis var. obtusifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis subsp. parietariifolia	Mentha arvensis subsp. parietariifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis	Mentha arvensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha kopetdaghensis	Mentha kopetdaghensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pulegium subsp. erinoides	Mentha pulegium subsp. erinoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha spicata	Mentha spicata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica subsp. caput-medusae	Mentha aquatica subsp. caput-medusae	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica subsp. lloydii	Mentha aquatica subsp. lloydii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. litoralis	Mentha aquatica var. litoralis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis var. lanceolata	Mentha arvensis var. lanceolata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha atrovirens	Mentha atrovirens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pulegioides	Mentha pulegioides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha praecox	Mentha praecox	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha pilosa	Mentha pilosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha cristata	Mentha cristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha alberti	Mentha alberti	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha lloydii	Mentha lloydii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. grandifolia	Mentha aquatica var. grandifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. major	Mentha aquatica var. major	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha affinis	Mentha affinis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha diffusa	Mentha diffusa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha joffrei	Mentha joffrei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha tenuifolia	Mentha tenuifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha prostrata	Mentha prostrata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha gibraltarica	Mentha gibraltarica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha asiatica	Mentha asiatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha montana	Mentha montana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha gentilis	Mentha gentilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha riparia	Mentha riparia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha marrubiastrum	Mentha marrubiastrum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha aquatica var. capitata	Mentha aquatica var. capitata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha arvensis subsp. austriaca	Mentha arvensis subsp. austriaca	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mentha hirta	Mentha hirta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Menyanthes nymphoides	Menyanthes nymphoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Menyanthes trifoliata	Menyanthes trifoliata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Menyanthes americana	Menyanthes americana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Menyanthes trifolium	Menyanthes trifolium	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Menyanthes palustris	Menyanthes palustris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis annua var. camberiensis	Mercurialis annua var. camberiensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis annua var. capillacea	Mercurialis annua var. capillacea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis sylvatica	Mercurialis sylvatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis tarraconensis	Mercurialis tarraconensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis ambigua	Mercurialis ambigua	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis annua	Mercurialis annua	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis perennis var. brachyphylla	Mercurialis perennis var. brachyphylla	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mercurialis perennis	Mercurialis perennis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Merendera candidissima	Merendera candidissima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Merendera trigyna	Merendera trigyna	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mesomelaena pseudostygia	Mesomelaena pseudostygia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mespilodaphne indecora var. laxa	Mespilodaphne indecora var. laxa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mespilodaphne indecora var. cannella	Mespilodaphne indecora var. cannella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mespilodaphne indecora var. intermedia	Mespilodaphne indecora var. intermedia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mespilodaphne indecora var. stricta	Mespilodaphne indecora var. stricta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mespilus cotoneaster	Mespilus cotoneaster	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mespilus domestica	Mespilus domestica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Messerschmidia argentea	Messerschmidia argentea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Metadina trichotoma	Metadina trichotoma	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Metasequioa glyptostroboides	Metasequoia glyptostroboides	0.981818181818182	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Metasequoia honshuenensis	Metasequoia honshuenensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Metasequoia neopangaea	Metasequoia neopangaea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Metasequoia glyptostroboides	Metasequoia glyptostroboides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Metrosideros kermadecensis	Metrosideros kermadecensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Metrosideros polymorpha	Metrosideros polymorpha	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Meum athamanticum var. nevadense	Meum athamanticum var. nevadense	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Meum athamanticum	Meum athamanticum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Meum nevadense	Meum nevadense	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia ruficalyx	Miconia ruficalyx	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia guianensis var. vulgaris	Miconia guianensis var. vulgaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia guianensis	Miconia guianensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia emarginata	Miconia emarginata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia guianensis var. ovalis	Miconia guianensis var. ovalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia belizensis	Miconia belizensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia florida	Miconia florida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia bubalina	Miconia bubalina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miconia mirabilis	Miconia mirabilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micrampelis lobata	Micrampelis lobata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micranthes nivalis	Micranthes nivalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micranthes stellaris	Micranthes stellaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micranthes foliolosa	Micranthes foliolosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micranthes punctata	Micranthes punctata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microberlinia bisulcata	Microberlinia bisulcata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microbiota decussata	Microbiota decussata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microcala filiformis	Microcala filiformis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microcephala lamellata subsp. lamellata	Microcephala lamellata subsp. lamellata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microcerasus tomentosa	Microcerasus tomentosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microcerasus japonica	Microcerasus japonica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microlaena stipoides	Microlaena stipoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microlespedeza striata	Microlespedeza striata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micromeles alnifolia	Micromeles alnifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micromeria dalmatica	Micromeria dalmatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micropholis rigida	Micropholis rigida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micropholis calophylloides	Micropholis calophylloides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micropholis venulosa	Micropholis venulosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microphyton glomeratum	Microphyton glomeratum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Micropus multicaulis	Micropus multicaulis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microrhynchus bellidifolius	Microrhynchus bellidifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microrhynchus dregeanus	Microrhynchus dregeanus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microrrhinum minus	Microrrhinum minus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microseris laciniata	Microseris laciniata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium vimineum	Microstegium vimineum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium ciliatum	Microstegium ciliatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium vimineum var. polystachyum	Microstegium vimineum var. polystachyum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium aristulatum	Microstegium aristulatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium vimineum var. vimineum	Microstegium vimineum var. vimineum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium dilatatum	Microstegium dilatatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium nodosum	Microstegium nodosum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium ciliatum var. wallichianum	Microstegium ciliatum var. wallichianum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium ciliatum var. laxum	Microstegium ciliatum var. laxum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium debile	Microstegium debile	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium vimineum var. imberbe	Microstegium vimineum var. imberbe	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microstegium imberbe	Microstegium imberbe	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Microthlaspi perfoliatum	Microthlaspi perfoliatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Miliarium effusum	Miliarium effusum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milicia regia	Milicia regia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milicia excelsa	Milicia excelsa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium scabrum	Milium scabrum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium esculentum	Milium esculentum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum subsp. cisatlanticum	Milium effusum subsp. cisatlanticum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium schmidtianum	Milium schmidtianum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum subsp. alpicola	Milium effusum subsp. alpicola	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium capillare	Milium capillare	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium vernale subsp. montianum	Milium vernale subsp. montianum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium paniceum	Milium paniceum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium vernale var. montianum	Milium vernale var. montianum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum	Milium effusum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium vernale subsp. scabrum	Milium vernale subsp. scabrum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium confertum	Milium confertum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum var. elatius	Milium effusum var. elatius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum var. effusum	Milium effusum var. effusum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum var. coloratum	Milium effusum var. coloratum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium transsilvanicum	Milium transsilvanicum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium montianum	Milium montianum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium vernale var. scabrum	Milium vernale var. scabrum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium vernale	Milium vernale	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium halepense	Milium halepense	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Milium effusum var. cisatlanticum	Milium effusum var. cisatlanticum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa micrantha	Mimosa micrantha	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa bimucronata var. bimucronata	Mimosa bimucronata var. bimucronata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa leucocephala	Mimosa leucocephala	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa bracaatinga	Mimosa bracaatinga	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa acacioides	Mimosa acacioides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa stipitata	Mimosa stipitata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa purpusii	Mimosa purpusii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa lacerata	Mimosa lacerata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa quadrivalvis	Mimosa quadrivalvis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa bimucronata	Mimosa bimucronata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa calcicola	Mimosa calcicola	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa pudica	Mimosa pudica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa aculeaticarpa var. biuncifera	Mimosa aculeaticarpa var. biuncifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa cyclocarpa	Mimosa cyclocarpa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa farnesiana	Mimosa farnesiana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa dealbata	Mimosa dealbata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa polyantha	Mimosa polyantha	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa laevigata	Mimosa laevigata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa adenantheroides	Mimosa adenantheroides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa polyantha var. levior	Mimosa polyantha var. levior	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa juliflora	Mimosa juliflora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa lindheimeri	Mimosa lindheimeri	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa gomezii	Mimosa gomezii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa purpusii var. calliandroides	Mimosa purpusii var. calliandroides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa kalkora	Mimosa kalkora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa scabrella	Mimosa scabrella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa scabrella var. aspericarpa	Mimosa scabrella var. aspericarpa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa campechiana	Mimosa campechiana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa pubifera	Mimosa pubifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa luisana	Mimosa luisana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa trichodes	Mimosa trichodes	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa biuncifera	Mimosa biuncifera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa setigera	Mimosa setigera	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa biuncifera var. lindheimeri	Mimosa biuncifera var. lindheimeri	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa arcuata	Mimosa arcuata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa warnockii	Mimosa warnockii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa biuncifera var. flexuosa	Mimosa biuncifera var. flexuosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa flexuosa	Mimosa flexuosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa texana	Mimosa texana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosa sepiaria	Mimosa sepiaria	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosopsis glutinosa	Mimosopsis glutinosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosopsis chapalensis	Mimosopsis chapalensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimosopsis arida	Mimosopsis arida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus cupriphilus	Mimulus cupriphilus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus guttatus	Mimulus guttatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus puberulus	Mimulus puberulus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus guttatus subsp. guttatus	Mimulus guttatus subsp. guttatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus guttatus var. guttatus	Mimulus guttatus var. guttatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus minthodes	Mimulus minthodes	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Mimulus petiolaris	Mimulus petiolaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus ringens var. ringens	Mimulus ringens var. ringens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus ringens	Mimulus ringens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus clementinus	Mimulus clementinus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus guttatus var. puberulus	Mimulus guttatus var. puberulus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus platycalyx	Mimulus platycalyx	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus guttatus var. depauperatus	Mimulus guttatus var. depauperatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus guttatus subsp. litoralis	Mimulus guttatus subsp. litoralis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimulus ringens var. colpophilus	Mimulus ringens var. colpophilus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimusops djave	Mimusops djave	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Mimusops obovata	Mimusops obovata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minquartia punctata	Minquartia punctata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minquartia guianensis	Minquartia guianensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minquartia parvifolia	Minquartia parvifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia aizoides	Minuartia aizoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia verna	Minuartia verna	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia rubella	Minuartia rubella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia biebersteinii	Minuartia biebersteinii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia biflora	Minuartia biflora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia olonensis	Minuartia olonensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia litwinowii	Minuartia litwinowii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia imbricata	Minuartia imbricata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia recurva subsp. oreina	Minuartia recurva subsp. oreina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia lydia	Minuartia lydia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia gerardii	Minuartia gerardii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia colchica	Minuartia colchica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia hybrida	Minuartia hybrida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Minuartia oreina	Minuartia oreina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
