dlist,elist,genus_jw,se_jw,gender_switch
Acacia filiculoides,Acacia filicioides,1.0,0.940404040404,False
Acacia rossei,Acacia rossei,1.0,1.0,False
Acacia filicifolia,Acacia filicifolia,1.0,1.0,False
Acacia parvipinnula,Acacia parvipinnula,1.0,1.0,False
Acacia lateriticola,Acacia lateriticola,1.0,1.0,False
Acacia biflora,Acacia biflora,1.0,1.0,False
Acacia ephedroides,Acacia ephedroides,1.0,1.0,False
Acacia cupularis,Acacia cupularis,1.0,1.0,False
Acacia ancistrocarpa,Acacia ancistrocarpa,1.0,1.0,False
Acacia verniciflua,Acacia verniciflua,1.0,1.0,False
Acacia gelasina,Acacia gelasina,1.0,1.0,False
Acacia greggii,Acacia greggii,1.0,1.0,False
Acacia ryaniana,Acacia ryaniana,1.0,1.0,False
Acacia saligna,Acacia saligna,1.0,1.0,False
Acacia confusa,Acacia confusa,1.0,1.0,False
Acacia trinalis,Acacia terminalis,1.0,0.94,False
Acacia retivenea,Acacia retivenea,1.0,1.0,False
Acacia leucoclada,Acacia leucoclada,1.0,1.0,False
Acacia brevispica,Acacia brevispica,1.0,1.0,False
Acacia adenophora,Acacia adenopa,1.0,0.96,False
Acacia epedunculata,Acacia pedunculata,1.0,0.941919191919,False
Acacia discolor,Acacia discolor,1.0,1.0,False
Acacia elongata,Acacia elongata,1.0,1.0,False
Acacia eburnea,Acacia eburnea,1.0,1.0,False
Acacia subtilifolia,Acacia subtilifolia,1.0,1.0,False
Acacia caven,Acacia caven,1.0,1.0,False
Acacia falcifolia,Acacia falciformis,1.0,0.952727272727,False
Acacia senegal,Acacia senegal,1.0,1.0,False
Acacia parviflora,Acacia parvifolia,1.0,0.958518518519,False
Acacia chariessa,Acacia chariensis,1.0,0.958518518519,False
Acacia decurrens,Acacia decurrens,1.0,1.0,False
Acacia collinsii,Acacia collinsii,1.0,1.0,False
Acacia incurva,Acacia incurva,1.0,1.0,False
Acacia inaequiloba,Acacia inaequiloba,1.0,1.0,False
Acacia kosiensis,Acacia kosiensis,1.0,1.0,False
Acacia bracteolata,Acacia bracteolata,1.0,1.0,False
Acacia cuspidifolia,Acacia cuspidifolia,1.0,1.0,False
Acacia obliquinervia,Acacia obliquinervia,1.0,1.0,False
Acacia penninervis,Acacia penninervis,1.0,1.0,False
Acacia trinervata,Acacia trinervata,1.0,1.0,False
Acacia nanodealbata,Acacia nanodealbata,1.0,1.0,False
Acacia torulosa,Acacia tortuosa,1.0,0.941666666667,False
Acacia aphylla,Acacia aphylla,1.0,1.0,False
Acacia asperulacea,Acacia asperulacea,1.0,1.0,False
Acacia macrostachya,Acacia macrostachya,1.0,1.0,False
Acacia somalensis,Acacia somalensis,1.0,1.0,False
Acacia aneura,Acacia aneura,1.0,1.0,False
Acacia loderi,Acacia loderi,1.0,1.0,False
Acacia seyal,Acacia seyal,1.0,1.0,False
Acacia jonesii,Acacia jonesii,1.0,1.0,False
Acacia johnsonii,Acacia johnsonii,1.0,1.0,False
Acacia insularis,Acacia insularum,1.0,0.955555555556,False
Acacia abyssinica,Acacia abyssinica,1.0,1.0,False
Acacia macradenia,Acacia macradenia,1.0,1.0,False
Acacia stuhlmannii,Acacia stuhlmannii,1.0,1.0,False
Acacia ayersiana,Acacia ayersiana,1.0,1.0,False
Acacia sclerophylla,Acacia sclerophylla,1.0,1.0,False
Acacia dentifera,Acacia dentifera,1.0,1.0,False
Acacia furcatispina,Acacia furcatispina,1.0,1.0,False
Acacia drummondii,Acacia drummondii,1.0,1.0,False
Acacia enterocarpa,Acacia enterocarpa,1.0,1.0,False
Acacia difficilis,Acacia difficilis,1.0,1.0,False
Acacia sessilispica,Acacia sessilispica,1.0,1.0,False
Acacia inaequilatera,Acacia inaequilatera,1.0,1.0,False
Acacia demostachya,Acacia desmostachya,1.0,0.941414141414,False
Acacia prominens,Acacia prominens,1.0,1.0,False
Acacia lasiocalyx,Acacia lasiocalyx,1.0,1.0,False
Acacia pendula,Acacia pendula,1.0,1.0,False
Acacia microcalyx,Acacia microcarpa,1.0,0.94,False
Acacia brachybotrya,Acacia brachybotrya,1.0,1.0,False
Acacia irrorata,Acacia irrorata,1.0,1.0,False
Acacia lasiocarpa,Acacia lasiocalyx,1.0,0.94,False
Acacia catechu,Acacia catechu,1.0,1.0,False
Acacia binervia,Acacia binervata,1.0,0.953703703704,False
Acacia galpinii,Acacia galpinii,1.0,1.0,False
Acacia elata,Acacia elata,1.0,1.0,False
Acacia celastrifolia,Acacia celastrifolia,1.0,1.0,False
Acacia haematoxylon,Acacia haematoxylon,1.0,1.0,False
Acacia validinervia,Acacia validinervia,1.0,1.0,False
Acacia aphanoclada,Acacia aphanoclada,1.0,1.0,False
Acacia denticulosa,Acacia denticulosa,1.0,1.0,False
Acacia wrightii,Acacia wrightii,1.0,1.0,False
Acacia dealbata,Acacia dealbata,1.0,1.0,False
Acacia densiflora,Acacia densiflora,1.0,1.0,False
Acaciella glauca,Acaciella glauca,1.0,1.0,False
Acaena novae-zelandiae,Acaena novae-zelandiae,1.0,1.0,False
Acaena multifida,Acaena multifida,1.0,1.0,False
Acaena longearistata,Acaena longearistata,1.0,1.0,False
Acaena anserinifolia,Acaena anserinifolia,1.0,1.0,False
Acaena montana,Acaena montana,1.0,1.0,False
Acaena ascendens,Acaena ascendens,1.0,1.0,False
Acaena novae-zelandica,Acaena novae-zelandiae,1.0,1.0,False
Acaena lucida,Acaena lucida,1.0,1.0,False
Acaena argentea,Acaena argentea,1.0,1.0,False
Acaena pinnatifida,Acaena pinnatifida,1.0,1.0,False
Acaena magellanica,Acaena magellanica,1.0,1.0,False
Acaena fissistipula,Acaena fissistipula,1.0,1.0,False
Acaena microphylla,Acaena microphylla,1.0,1.0,False
Acaena echinata,Acaena echinata,1.0,1.0,False
Acaena hirsutula,Acaena hirsuta,1.0,0.97037037037,False
Acaena inermis,Acaena inermis,1.0,1.0,False
Acaena ovalifolia,Acaena ovalifolia,1.0,1.0,False
Acalypha macrostachya,Acalypha macrostachya,1.0,1.0,False
Acalypha repanda,Acalypha repanda,1.0,1.0,False
Acalypha platyphylla,Acalypha platyphylla,1.0,1.0,False
Acalypha tomentosa,Acalypha tomentosula,1.0,0.987878787879,False
Acalypha gracilens,Acalypha gracilis,1.0,0.953703703704,False
Acalypha microphylla,Acalypha macrophylla,1.0,0.945454545455,False
Acalypha lanceolata,Acalypha lanceolata,1.0,1.0,False
Acalypha insulana,Acalypha insulana,1.0,1.0,False
Acalypha diversifolia,Acalypha diversifolia,1.0,1.0,False
Acalypha glabrata,Acalypha glabrata,1.0,1.0,False
Acalypha paucifolia,Acalypha pauciflora,1.0,0.958518518519,False
Acalypha virgata,Acalypha virgata,1.0,1.0,False
Acalypha indica,Acalypha indica,1.0,1.0,False
Acalypha divaricata,Acalypha divaricata,1.0,1.0,False
Acalypha benensis,Acalypha benensis,1.0,1.0,False
Acalypha amentacea,Acalypha amentacea,1.0,1.0,False
Acalypha australis,Acalypha australis,1.0,1.0,False
Acalypha wilkesiana,Acalypha wilkesiana,1.0,1.0,False
Acalypha gracilis,Acalypha gracilis,1.0,1.0,False
Acalypha californica,Acalypha californica,1.0,1.0,False
Acampe ochracea,Acampe ochracea,1.0,1.0,False
Acampe rigida,Acampe rigida,1.0,1.0,False
Acampe praemorsa,Acampe praemorsa,1.0,1.0,False
Acamptopappus sphaerocephalus,Acamptopappus sphaerocephalus,1.0,1.0,False
Acamptopappus shockleyi,Acamptopappus shockleyi,1.0,1.0,False
Acanthephippium mantinianum,Acanthephippium mantinianum,1.0,1.0,False
Acanthinophyllum ilicifolia,Acanthinophyllum ilicifolium,1.0,0.990606060606,True
Acanthocarpus preissii,Acanthocarpus preissii,1.0,1.0,False
Acanthocereus pitajaya,Acanthocereus pitajaya,1.0,1.0,False
Acanthocereus colombianus,Acanthocereus colombianus,1.0,1.0,False
Acanthocereus tetragonus,Acanthocereus tetragonus,1.0,1.0,False
Acanthocladium dockeri,Acanthocladium dockeri,1.0,1.0,False
Acanthocladus albicans,Acanthocladus albicans,1.0,1.0,False
Acanthocladus carazaensis,Acanthocladus caracansis,1.0,0.943636363636,False
Acanthodium delilii,Acanthodium delilii,1.0,1.0,False
Acanthodium spicatum,Acanthodium spicatum,1.0,1.0,False
Acanthodium diversispinum,Acanthodium diversispinum,1.0,1.0,False
Acanthogilia gloriosa,Acanthogilia gloriosa,1.0,1.0,False
Acantholippia punensis,Acantholippia punenis,1.0,0.955357142857,False
Acantholippia seriphioides,Acantholippia seriphioides,1.0,1.0,False
Acantholippia deserticola,Acantholippia deserticola,1.0,1.0,False
Acanthopanax sessiliflorum,Acanthopanax sessiliflorus,1.0,1.0,False
Acanthopanax divaricatum,Acanthopanax divaricatus,1.0,1.0,True
Acanthopanax aculeatum,Acanthopanax aculeatus,1.0,0.985185185185,True
Acanthopanax acerifolium,Acanthopanax acerifolius,1.0,1.0,True
Acanthopanax japonicum,Acanthopanax japonicus,1.0,0.985185185185,True
Acanthopanax trifoliatum,Acanthopanax trifoliatus,1.0,1.0,True
Acanthopanax sieboldianum,Acanthopanax sieboldianus,1.0,1.0,True
Acanthophippium mantinianum,Acanthephippium mantinianum,0.982222222222,1.0,False
Acanthophoenix rubra,Acanthophoenix rubra,1.0,1.0,False
Acanthopsis carduifolia,Acanthopsis carduifolia,1.0,1.0,False
Acanthopsis disperma,Acanthopsis disperma,1.0,1.0,False
Acanthosicyos naudinianus,Acanthosicyos naudinianus,1.0,1.0,False
Acanthosicyos horridus,Acanthosicyos horridus,1.0,1.0,False
Acanthosicyos horrida,Acanthosicyos horridus,1.0,0.947619047619,True
Acanthospermum hispidum,Acanthospermum hispidum,1.0,1.0,False
Acanthospermum humile,Acanthospermum humile,1.0,1.0,False
Acanthospermum australe,Acanthospermum australe,1.0,1.0,False
Acanthosphaera ulei,Acanthosphaera ulei,1.0,1.0,False
Acanthostachys strobilacea,Acanthostachys strobilacea,1.0,1.0,False
Acanthosyris falcata,Acanthosyris falcata,1.0,1.0,False
Acanthosyris asipapote,Acanthosyris asipapote,1.0,1.0,False
Acanthotreculia winkleri,Acanthotreculia winkleri,1.0,1.0,False
Acanthus spinosus,Acanthus spinosus,1.0,1.0,False
Acanthus caroli-alexandri,Acanthus caroli-alexandri,1.0,1.0,False
Acanthus niger,Acanthus niger,1.0,1.0,False
Acanthus latifolius,Acanthus latifolius,1.0,1.0,False
Acanthus doloarin,Acanthus doloarin,1.0,1.0,False
Acanthus lusitanicus,Acanthus lusitanicus,1.0,1.0,False
Acanthus balcanicus,Acanthus balcanicus,1.0,1.0,False
Acanthus spinulosus,Acanthus spinulosus,1.0,1.0,False
Acanthus montanus,Acanthus montanus,1.0,1.0,False
Acanthus mollis,Acanthus mollis,1.0,1.0,False
Acanthus ebracteatus,Acanthus ebracteatus,1.0,1.0,False
Acanthus longifolius,Acanthus longifolius,1.0,1.0,False
Acanthus spinosissimus,Acanthus spinosissimus,1.0,1.0,False
Acanthus hungaricus,Acanthus hungaricus,1.0,1.0,False
Acanthus ilicifolius,Acanthus ilicifolius,1.0,1.0,False
Acca sellowiana,Acca sellowiana,1.0,1.0,False
Acer grandidentata,Acer grandidentatum,1.0,1.0,True
Acer opalus,Acer opalus,1.0,1.0,False
Acer confertifolium,Acer confertifolium,1.0,1.0,False
Acer nigrum,Acer nigrum,1.0,1.0,False
Acer japonicum,Acer japonicum,1.0,1.0,False
Acer acutum,Acer acutum,1.0,1.0,False
Acer shirasawanum,Acer shirasawanum,1.0,1.0,False
Acer distylum,Acer distylum,1.0,1.0,False
Acer modocense,Acer modocense,1.0,1.0,False
Acer villosum,Acer villosum,1.0,1.0,False
Acer heckianum,Acer heckianum,1.0,1.0,False
Acer insigne,Acer insigne,1.0,1.0,False
Acer argutum,Acer argutum,1.0,1.0,False
Acer maximowiczianum,Acer maximowiczianum,1.0,1.0,False
Acer virginianum,Acer virginianum,1.0,1.0,False
Acer pseudosieboldianum,Acer pseudosieboldianum,1.0,1.0,False
Acer liburnicum,Acer liburnicum,1.0,1.0,False
Acer capillipes,Acer capillipes,1.0,1.0,False
Acer saccharum,Acer saccharum,1.0,1.0,False
Acer striatum,Acer striatum,1.0,1.0,False
Acer pycnanthum,Acer pycnanthum,1.0,1.0,False
Acer lobelii,Acer lobelii,1.0,1.0,False
Acer rotundifolium,Acer rotundifolium,1.0,1.0,False
Acer crataegifolium,Acer crataegifolium,1.0,1.0,False
Acer rotundilobum,Acer rotundifolium,1.0,0.967191142191,False
Acer tegmentosum,Acer tegmentosum,1.0,1.0,False
Acer commutatum,Acer commutatum,1.0,1.0,False
Acer pubipetiolatum,Acer pubipetiolatum,1.0,1.0,False
Acer pectinatum,Acer pectinatum,1.0,1.0,False
Acer horizontale,Acer horizontale,1.0,1.0,False
Acer miyabei,Acer miyabei,1.0,1.0,False
Acer diabolicum,Acer diabolicum,1.0,1.0,False
Acer griseum,Acer griseum,1.0,1.0,False
Acer itoanum,Acer itoanum,1.0,1.0,False
Acer curranii,Acer curranii,1.0,1.0,False
Acer tenellum,Acer tenellum,1.0,1.0,False
Acer triflorum,Acer triflorum,1.0,1.0,False
Acer heterophyllum,Acer heterophyllum,1.0,1.0,False
Acer okamotoanum,Acer okamotoanum,1.0,1.0,False
Acer trifidum,Acer trifidum,1.0,1.0,False
Acer visianii,Acer visianii,1.0,1.0,False
Acer quinquelobum,Acer quinquelobum,1.0,1.0,False
Acer caudatum,Acer caudatum,1.0,1.0,False
Acer albopurpurascens,Acer albopurpurascens,1.0,1.0,False
Acer davidii,Acer davidii,1.0,1.0,False
Acer hypoleucum,Acer hypoleucum,1.0,1.0,False
Acer tetramerum,Acer tetramerum,1.0,1.0,False
Acer cinnamomifolium,Acer cinnamomifolium,1.0,1.0,False
Acer lobulatum,Acer lobulatum,1.0,1.0,False
Acer collinum,Acer collinum,1.0,1.0,False
Acer tataricum,Acer tataricum,1.0,1.0,False
Acer cappadocicum,Acer cappadocicum,1.0,1.0,False
Acer bedoi,Acer bedoi,1.0,1.0,False
Acer duplicato-serratum,Acer duplicatoserratum,1.0,0.998148148148,False
Acer acuminatum,Acer acuminatum,1.0,1.0,False
Acer pinnatinervium,Acer pinnatinervium,1.0,1.0,False
Acer rotundum,Acer rotundum,1.0,1.0,False
Acer barbinerve,Acer barbinerve,1.0,1.0,False
Acer laevigatum,Acer laevigatum,1.0,1.0,False
Acer australe,Acer australe,1.0,1.0,False
Acer dielsii,Acer dielsii,1.0,1.0,False
Acer ornatum,Acer ornatum,1.0,1.0,False
Acer platanoides,Acer platanoides,1.0,1.0,False
Acer tschonoskii,Acer tschonoskii,1.0,1.0,False
Acer dissectum,Acer dissectum,1.0,1.0,False
Acer stachyophyllum,Acer stachyophyllum,1.0,1.0,False
Acer campestre,Acer campestre,1.0,1.0,False
Acer morifolium,Acer morifolium,1.0,1.0,False
Acer hyrcanum,Acer hyrcanum,1.0,1.0,False
Acer duplicatoserratum,Acer duplicatoserratum,1.0,1.0,False
Acer lanceolatum,Acer lanceolatum,1.0,1.0,False
Acer cavaleriei,Acer cavaleriei,1.0,1.0,False
Acer taiton-montanum,Acer taiton-montanum,1.0,1.0,False
Acer subglaucum,Acer subglaucum,1.0,1.0,False
Acer stenolobum,Acer stenolobum,1.0,1.0,False
Acer reticulatum,Acer reticulatum,1.0,1.0,False
Acer circinnatum,Acer circinatum,1.0,0.987878787879,False
Acer pubescens,Acer pubescens,1.0,1.0,False
Acer opulifolium,Acer opulifolium,1.0,1.0,False
Acer pedunculatum,Acer pedunculatum,1.0,1.0,False
Acer trilobatum,Acer trilobatum,1.0,1.0,False
Acer kuikiangense,Acer kuikiangense,1.0,1.0,False
Acer pulchrum,Acer pulchrum,1.0,1.0,False
Acer molle,Acer molle,1.0,1.0,False
Acer laxiflorum,Acer laxiflorum,1.0,1.0,False
Acer yui,Acer yui,1.0,1.0,False
Acer hispanicum,Acer hispanicum,1.0,1.0,False
Acer hilaense,Acer hilaense,1.0,1.0,False
Acer macrocarpon,Acer macrocarpon,1.0,1.0,False
Acer rubrum,Acer rubrum,1.0,1.0,False
Acer shibatai,Acer shibatai,1.0,1.0,False
Acer nipponicum,Acer nipponicum,1.0,1.0,False
Acer montanum,Acer montanum,1.0,1.0,False
Acer campbellii,Acer campbellii,1.0,1.0,False
Acer dittrichii,Acer dittrichii,1.0,1.0,False
Acer kwangnanense,Acer kwangnanense,1.0,1.0,False
Acer platypterum,Acer platypterum,1.0,1.0,False
Acer carpinifolium,Acer carpinifolium,1.0,1.0,False
Acer garrettii,Acer garrettii,1.0,1.0,False
Acer truncatum,Acer truncatum,1.0,1.0,False
Acer polymorphum,Acer polymorphum,1.0,1.0,False
Acer pellucidobracteatum,Acer pellucidobracteatum,1.0,1.0,False
Acer laetum,Acer laetum,1.0,1.0,False
Acer pseudoplatanus,Acer pseudoplatanus,1.0,1.0,False
Acer nikoense,Acer nikoense,1.0,1.0,False
Acer formosum,Acer formosum,1.0,1.0,False
Acer oblongum,Acer oblongum,1.0,1.0,False
Acer granatense,Acer granatense,1.0,1.0,False
Acer eriocarpum,Acer eriocarpum,1.0,1.0,False
Acer anhweiense,Acer anhweiense,1.0,1.0,False
Acer leptodactylon,Acer leptodactylon,1.0,1.0,False
Acer martini,Acer martini,1.0,1.0,False
Acer kawakamii,Acer kawakamii,1.0,1.0,False
Acer orientale,Acer orientale,1.0,1.0,False
Acer hayatae,Acer hayatae,1.0,1.0,False
Acer chionophyllum,Acer chionophyllum,1.0,1.0,False
Acer philippinum,Acer philippinum,1.0,1.0,False
Acer bicolor,Acer bicolor,1.0,1.0,False
Acer fargesi,Acer fargesii,1.0,0.9875,True
Acer politum,Acer politum,1.0,1.0,False
Acer palmatum,Acer palmatum,1.0,1.0,False
Acer tomentosum,Acer tomentosum,1.0,1.0,False
Acer fieberi,Acer fieberi,1.0,1.0,False
Acer laurifolium,Acer laurifolium,1.0,1.0,False
Acer canadense,Acer canadense,1.0,1.0,False
Acer tutcheri,Acer tutcheri,1.0,1.0,False
Acer muliense,Acer muliense,1.0,1.0,False
Acer saccharinum,Acer saccharinum,1.0,1.0,False
Acer auritum,Acer auritum,1.0,1.0,False
Acer prainii,Acer prainii,1.0,1.0,False
Acer microphyllum,Acer microphyllum,1.0,1.0,False
Acer syriacum,Acer syriacum,1.0,1.0,False
Acer henryi,Acer henryi,1.0,1.0,False
Acer niveum,Acer niveum,1.0,1.0,False
Acer decandrum,Acer decandrum,1.0,1.0,False
Acer kobakoense,Acer kobakoense,1.0,1.0,False
Acer circinatum,Acer circinatum,1.0,1.0,False
Acer lobatum,Acer lobatum,1.0,1.0,False
Acer morrisonense,Acer morrisonense,1.0,1.0,False
Acer amaliae,Acer amaliae,1.0,1.0,False
Acer heldreichii,Acer heldreichii,1.0,1.0,False
Acer glabratum,Acer glabrum,1.0,0.962962962963,False
Acer spicatum,Acer spicatum,1.0,1.0,False
Acer micranthum,Acer micranthum,1.0,1.0,False
Acer mayrii,Acer mayrii,1.0,1.0,False
Acer negundo,Acer negundo,1.0,1.0,False
Acer sieboldianum,Acer sieboldianum,1.0,1.0,False
Acer dieckii,Acer dieckii,1.0,1.0,False
Acer macounii,Acer macounii,1.0,1.0,False
Acer kweilinense,Acer kweilinense,1.0,1.0,False
Acer kungshanense,Acer kungshanense,1.0,1.0,False
Acer cordatum,Acer cordatum,1.0,1.0,False
Acer septemlobum,Acer septemlobum,1.0,1.0,False
Acer mono,Acer mono,1.0,1.0,False
Acer erythrocarpum,Acer erythrocarpum,1.0,1.0,False
Acer erianthum,Acer erianthum,1.0,1.0,False
Acer wilsonii,Acer wilsonii,1.0,1.0,False
Acer trifoliatum,Acer trifoliatum,1.0,1.0,False
Acer stellatum,Acer stellatum,1.0,1.0,False
Acer sterculiaceum,Acer sterculiaceum,1.0,1.0,False
Acer insulare,Acer insulare,1.0,1.0,False
Acer amplum,Acer amplum,1.0,1.0,False
Acer circumlobatum,Acer circumlobatum,1.0,1.0,False
Acer ukurunduense,Acer ukurunduense,1.0,1.0,False
Acer sikkimense,Acer sikkimense,1.0,1.0,False
Acer coriaceum,Acer coriaceum,1.0,1.0,False
Acer mandshuricum,Acer mandshuricum,1.0,1.0,False
Acer amoenum,Acer amoenum,1.0,1.0,False
Acer grandidentatum,Acer grandidentatum,1.0,1.0,False
Acer italum,Acer italum,1.0,1.0,False
Acer rufinerve,Acer rufinerve,1.0,1.0,False
Acer pentapomicum,Acer pentapomicum,1.0,1.0,False
Acer buergerianum,Acer buergerianum,1.0,1.0,False
Acer ibericum,Acer ibericum,1.0,1.0,False
Acer creticum,Acer creticum,1.0,1.0,False
Acer micro-sieboldianum,Acer microsieboldianum,1.0,0.990740740741,False
Acer eriocarpon,Acer eriocarpon,1.0,1.0,False
Acer parviflorum,Acer parviflorum,1.0,1.0,False
Acer turcomanicum,Acer turcomanicum,1.0,1.0,False
Acer paxii,Acer paxii,1.0,1.0,False
Acer nepalense,Acer nepalense,1.0,1.0,False
Acer colchicum,Acer colchicum,1.0,1.0,False
Acer caudatifolium,Acer caudatifolium,1.0,1.0,False
Acer schneiderianum,Acer schneiderianum,1.0,1.0,False
Acer monspessulanum,Acer monspessulanum,1.0,1.0,False
Acer shenkanense,Acer shenkanense,1.0,1.0,False
Acer obtusifolium,Acer obtusifolium,1.0,1.0,False
Acer schwedleri,Acer schwedleri,1.0,1.0,False
Acer laurinum,Acer laurinum,1.0,1.0,False
Acer cissifolium,Acer cissifolium,1.0,1.0,False
Acer velutinum,Acer velutinum,1.0,1.0,False
Acer pensylvanicum,Acer pensylvanicum,1.0,1.0,False
Acer robustum,Acer robustum,1.0,1.0,False
Acer flabellatum,Acer flabellatum,1.0,1.0,False
Acer pictum,Acer pictum,1.0,1.0,False
Acer jucundum,Acer jucundum,1.0,1.0,False
Acer sanguineum,Acer sanguineum,1.0,1.0,False
Acer glabrum,Acer glabrum,1.0,1.0,False
Acer hybridum,Acer hybridum,1.0,1.0,False
Acer pilosum,Acer pilosum,1.0,1.0,False
Acer tenuifolium,Acer tenuifolium,1.0,1.0,False
Acer longipes,Acer longipes,1.0,1.0,False
Acer subtrinervium,Acer subtrinervium,1.0,1.0,False
Acer macrophyllum,Acer macrophyllum,1.0,1.0,False
Acer regelii,Acer regelii,1.0,1.0,False
Acer trautvetteri,Acer trautvetteri,1.0,1.0,False
Acer fabri,Acer fabri,1.0,1.0,False
Acer ishidoyanum,Acer ishidoyanum,1.0,1.0,False
Acer coriaceifolium,Acer coriaceifolium,1.0,1.0,False
Acer oliverianum,Acer oliverianum,1.0,1.0,False
Acer tauricolum,Acer tauricum,1.0,0.973333333333,False
Acer hemionitis,Acer hemionitis,1.0,1.0,False
Aceratium sericoleopsis,Aceratium sericoleopsis,1.0,1.0,False
Aceratium concinnum,Aceratium concinnum,1.0,1.0,False
Aceratium ferrugineum,Aceratium ferrugineum,1.0,1.0,False
Acetosa thyrsoides,Acetosa thyrsoides,1.0,1.0,False
Acetosa sagittata,Acetosa sagittata,1.0,1.0,False
Acetosa vesicaria,Acetosa vesicaria,1.0,1.0,False
Acetosa thyrsiflora,Acetosa thyrsiflora,1.0,1.0,False
Acetosa pratensis,Acetosa pratensis,1.0,1.0,False
Acetosa scutata,Acetosa scutata,1.0,1.0,False
Acetosella tenuifolia,Acetosella tenuifolia,1.0,1.0,False
Acetosella violacea,Acetosella violacea,1.0,1.0,False
Achania malvaviscus,Achania malvaviscus,1.0,1.0,False
Achania mollis,Achania mollis,1.0,1.0,False
Acharia tragodes,Acharia tragodes,1.0,1.0,False
Achatocarpus praecox,Achatocarpus praecox,1.0,1.0,False
Achillea macrocephala,Achillea macrocephala,1.0,1.0,False
Achillea gracillis,Achillea gracilis,1.0,0.985185185185,False
Achillea ptarmica,Achillea ptarmica,1.0,1.0,False
Achillea haussknechtii,Achillea haussknechtiana,1.0,1.0,False
Achillea filipendulina,Achillea filipendulina,1.0,1.0,False
Achillea clusiana,Achillea clusiana,1.0,1.0,False
Achillea micrantha,Achillea micrantha,1.0,1.0,False
Achillea santolinoides,Achillea santolinoides,1.0,1.0,False
Achillea multifida,Achillea multifida,1.0,1.0,False
Achillea nana,Achillea nana,1.0,1.0,False
Achillea nobilis,Achillea nobilis,1.0,1.0,False
Achillea ligustica,Achillea ligustica,1.0,1.0,False
Achillea roseo-alba,Achillea roseoalba,1.0,0.983333333333,False
Achillea clypeolata,Achillea clypeolata,1.0,1.0,False
Achillea pyrenaica,Achillea pyrenaica,1.0,1.0,False
Achillea clavennae,Achillea clavennae,1.0,1.0,False
Achillea lereschei,Achillea lereschei,1.0,1.0,False
Achillea abrotanoides,Achillea abrotanoides,1.0,1.0,False
Achillea pseudotanacetifolia,Achillea pseudo-tanacetifolia,1.0,0.993333333333,False
