"gbif","myco","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Betonica danica","Betonica danica",1,1,"False","FALSE","FALSE","FALSE",
"Betonica foliosa","Betonica foliosa",1,1,"False","FALSE","FALSE","FALSE",
"Betonica recurva","Betonica recurva",1,1,"False","FALSE","FALSE","FALSE",
"Betonica leiocalyx","Betonica leiocalyx",1,1,"False","FALSE","FALSE","FALSE",
"Betonica nemorosa","Betonica nemorosa",1,1,"False","FALSE","FALSE","FALSE",
"Betonica psilostachys","Betonica psilostachys",1,1,"False","FALSE","FALSE","FALSE",
"Betonica nivea","Betonica nivea",1,1,"False","FALSE","FALSE","FALSE",
"Betonica validula","Betonica validula",1,1,"False","FALSE","FALSE","FALSE",
"Betonica pyrenaica","Betonica pyrenaica",1,1,"False","FALSE","FALSE","FALSE",
"Betonica rigida","Betonica rigida",1,1,"False","FALSE","FALSE","FALSE",
"Betonica virgultorum","Betonica virgultorum",1,1,"False","FALSE","FALSE","FALSE",
"Betonica hylebium","Betonica hylebium",1,1,"False","FALSE","FALSE","FALSE",
"Betonica virescens","Betonica virescens",1,1,"False","FALSE","FALSE","FALSE",
"Betonica sabauda","Betonica sabauda",1,1,"False","FALSE","FALSE","FALSE",
"Betonica parvula","Betonica parvula",1,1,"False","FALSE","FALSE","FALSE",
"Betonica vulgaris","Betonica vulgaris",1,1,"False","FALSE","FALSE","FALSE",
"Betonica angustifolia","Betonica angustifolia",1,1,"False","FALSE","FALSE","FALSE",
"Betonica stricticaulis","Betonica stricticaulis",1,1,"False","FALSE","FALSE","FALSE",
"Betonica grandifolia","Betonica grandifolia",1,1,"False","FALSE","FALSE","FALSE",
"Betula populifolia","Betula populifolia",1,1,"False","FALSE","FALSE","FALSE",
"Betula glandulosa","Betula glandulosa",1,1,"False","FALSE","FALSE","FALSE",
"Betula lenta","Betula lenta",1,1,"False","FALSE","FALSE","FALSE",
"Betula pendula","Betula pendula",1,1,"False","FALSE","FALSE","FALSE",
"Betula davurica","Betula davurica",1,1,"False","FALSE","FALSE","FALSE",
"Betula grossa","Betula grossa",1,1,"False","FALSE","FALSE","FALSE",
"Betula ermanii","Betula ermanii",1,1,"False","FALSE","FALSE","FALSE",
"Betula nana","Betula nana",1,1,"False","FALSE","FALSE","FALSE",
"Betula pubescens","Betula pubescens",1,1,"False","FALSE","FALSE","FALSE",
"Betula schmidtii","Betula schmidtii",1,1,"False","FALSE","FALSE","FALSE",
"Betula utahensis","Betula utahensis",1,1,"False","FALSE","FALSE","FALSE",
"Betula platyphylla","Betula platyphylla",1,1,"False","FALSE","FALSE","FALSE",
"Betula kenaica","Betula kenaica",1,1,"False","FALSE","FALSE","FALSE",
"Betula szechuanica","Betula szechuanica",1,1,"False","FALSE","FALSE","FALSE",
"Betula tianschanica","Betula tianschanica",1,1,"False","FALSE","FALSE","FALSE",
"Betula alleghaniensis","Betula alleghaniensis",1,1,"False","FALSE","FALSE","FALSE",
"Betula microphylla","Betula microphylla",1,1,"False","FALSE","FALSE","FALSE",
"Betula neoalaskana","Betula neoalaskana",1,1,"False","FALSE","FALSE","FALSE",
"Betula costata","Betula costata",1,1,"False","FALSE","FALSE","FALSE",
"Betula raddeana","Betula raddeana",1,1,"False","FALSE","FALSE","FALSE",
"Betula lanata","Betula lanata",1,1,"False","FALSE","FALSE","FALSE",
"Betula michauxii","Betula michauxii",1,1,"False","FALSE","FALSE","FALSE",
"Betula fruticosa","Betula fruticosa",1,1,"False","FALSE","FALSE","FALSE",
"Betula minor","Betula minor",1,1,"False","FALSE","FALSE","FALSE",
"Betula rockii","Betula rockii",1,1,"False","FALSE","FALSE","FALSE",
"Betula pumila","Betula pumila",1,1,"False","FALSE","FALSE","FALSE",
"Betula divaricata","Betula divaricata",1,1,"False","FALSE","FALSE","FALSE",
"Betula humilis","Betula humilis",1,1,"False","FALSE","FALSE","FALSE",
"Betula ovalifolia","Betula ovalifolia",1,1,"False","FALSE","FALSE","FALSE",
"Betula papyrifera","Betula papyrifera",1,1,"False","FALSE","FALSE","FALSE",
"Betula aurata","Betula aurata",1,1,"False","FALSE","FALSE","FALSE",
"Betula occidentalis","Betula occidentalis",1,1,"False","FALSE","FALSE","FALSE",
"Betula alpestris","Betula alpestris",1,1,"False","FALSE","FALSE","FALSE",
"Betula dahurica","Betula dahurica",1,1,"False","FALSE","FALSE","FALSE",
"Bidens tripartita","Bidens tripartita",1,1,"False","FALSE","FALSE","FALSE",
"Bidens portoricensis","Bidens portoricensis",1,1,"False","FALSE","FALSE","FALSE",
"Bidens asymmetrica","Bidens asymmetrica",1,1,"False","FALSE","FALSE","FALSE",
"Bidens biternata","Bidens biternata",1,1,"False","FALSE","FALSE","FALSE",
"Bidens heterodoxa","Bidens heterodoxa",1,1,"False","FALSE","FALSE","FALSE",
"Bidens leucanthema","Bidens leucanthema",1,1,"False","FALSE","FALSE","FALSE",
"Bidens triplinervia","Bidens triplinervia",1,1,"False","FALSE","FALSE","FALSE",
"Bidens frondosa","Bidens frondosa",1,1,"False","FALSE","FALSE","FALSE",
"Bidens forbesii","Bidens forbesii",1,1,"False","FALSE","FALSE","FALSE",
"Bidens vulgata","Bidens vulgata",1,1,"False","FALSE","FALSE","FALSE",
"Bidens cynapiifolia","Bidens cynapiifolia",1,1,"False","FALSE","FALSE","FALSE",
"Bidens pilosa","Bidens pilosa",1,1,"False","FALSE","FALSE","FALSE",
"Bidens cernua","Bidens cernua",1,1,"False","FALSE","FALSE","FALSE",
"Bidens bipinnata","Bidens bipinnata",1,1,"False","FALSE","FALSE","FALSE",
"Bidens bidentoides","Bidens bidentoides",1,1,"False","FALSE","FALSE","FALSE",
"Bidens cosmoides","Bidens cosmoides",1,1,"False","FALSE","FALSE","FALSE",
"Bidens graveolens","Bidens graveolens",1,1,"False","FALSE","FALSE","FALSE",
"Bidens micrantha","Bidens micrantha",1,1,"False","FALSE","FALSE","FALSE",
"Bidens radiata","Bidens radiata",1,1,"False","FALSE","FALSE","FALSE",
"Bidens connata","Bidens connata",1,1,"False","FALSE","FALSE","FALSE",
"Bidens sandvicensis","Bidens sandvicensis",1,1,"False","FALSE","FALSE","FALSE",
"Biebersteinia multifida","Biebersteinia multifida",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia araliacea","Bignonia araliacea",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia tomentosa","Bignonia tomentosa",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia pentandra","Bignonia pentandra",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia quadripinnata","Bignonia quadripinnata",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia indica","Bignonia indica",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia tecoma","Bignonia tecoma",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia incisa","Bignonia incisa",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia heptaphylla","Bignonia heptaphylla",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia megapotamica","Bignonia megapotamica",1,1,"False","FALSE","FALSE","FALSE",
"Bignonia roseoalba","Bignonia roseoalba",1,1,"False","FALSE","FALSE","FALSE",
"Biota japonica","Biota japonica",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella collina","Biscutella collina",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella hozensis","Biscutella hozensis",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella valentina","Biscutella valentina",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella sempervirens","Biscutella sempervirens",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella fontqueri","Biscutella fontqueri",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella ramosissima","Biscutella ramosissima",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella perennis","Biscutella perennis",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella depressa","Biscutella depressa",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella ambigua","Biscutella ambigua",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella glacialis","Biscutella glacialis",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella atropurpurea","Biscutella atropurpurea",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella nana","Biscutella nana",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella variabilis","Biscutella variabilis",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella gredensis","Biscutella gredensis",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella incana","Biscutella incana",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella rotgesii","Biscutella rotgesii",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella coronopifolia","Biscutella coronopifolia",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella calduchii","Biscutella calduchii",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella riberensis","Biscutella riberensis",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella laevigata","Biscutella laevigata",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella didyma","Biscutella didyma",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella controversa","Biscutella controversa",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella variegata","Biscutella variegata",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella mediterranea","Biscutella mediterranea",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella subspathulata","Biscutella subspathulata",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella intermedia","Biscutella intermedia",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella brevifolia","Biscutella brevifolia",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella scaposa","Biscutella scaposa",1,1,"False","FALSE","FALSE","FALSE",
"Biscutella guillonii","Biscutella guillonii",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta major","Bistorta major",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta carnea","Bistorta carnea",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta bistortoides","Bistorta bistortoides",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta pacifica","Bistorta pacifica",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta officinalis","Bistorta officinalis",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta elliptica","Bistorta elliptica",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta vivipara","Bistorta vivipara",1,1,"False","FALSE","FALSE","FALSE",
"Bistorta plumosa","Bistorta plumosa",1,1,"False","FALSE","FALSE","FALSE",
"Bituminaria bituminosa","Bituminaria bituminosa",1,1,"False","FALSE","FALSE","FALSE",
"Blackstonia serotina","Blackstonia serotina",1,1,"False","FALSE","FALSE","FALSE",
"Blackstonia grandiflora","Blackstonia grandiflora",1,1,"False","FALSE","FALSE","FALSE",
"Blackstonia perfoliata","Blackstonia perfoliata",1,1,"False","FALSE","FALSE","FALSE",
"Blackstonia citrina","Blackstonia citrina",1,1,"False","FALSE","FALSE","FALSE",
"Blackstonia acuminata","Blackstonia acuminata",1,1,"False","FALSE","FALSE","FALSE",
"Blackstonia imperfoliata","Blackstonia imperfoliata",1,1,"False","FALSE","FALSE","FALSE",
"Bladhia punctata","Bladhia punctata",1,1,"False","FALSE","FALSE","FALSE",
"Bladhia crispa","Bladhia crispa",1,1,"False","FALSE","FALSE","FALSE",
"Bladhia lentiginosa","Bladhia lentiginosa",1,1,"False","FALSE","FALSE","FALSE",
"Blainvillea rhomboidea","Blainvillea rhomboidea",1,1,"False","FALSE","FALSE","FALSE",
"Blainvillea gayana","Blainvillea gayana",1,1,"False","FALSE","FALSE","FALSE",
"Blainvillea acmella","Blainvillea acmella",1,1,"False","FALSE","FALSE","FALSE",
"Blastania cerasiformis","Blastania cerasiformis",1,1,"False","FALSE","FALSE","FALSE",
"Blennodia pterosperma","Blennodia pterosperma",1,1,"False","FALSE","FALSE","FALSE",
"Blennodia canescens","Blennodia canescens",1,1,"False","FALSE","FALSE","FALSE",
"Blighia welwitschii","Blighia welwitschii",1,1,"False","FALSE","FALSE","FALSE",
"Blitum bonus-henricus","Blitum bonus-henricus",1,1,"False","FALSE","FALSE","FALSE",
"Blitum crassifolium","Blitum crassifolium",1,1,"False","FALSE","FALSE","FALSE",
"Blumea aromatica","Blumea aromatica",1,1,"False","FALSE","FALSE","FALSE",
"Blysmus rufus","Blysmus rufus",1,1,"False","FALSE","FALSE","FALSE",
"Bocconia jedoensis","Bocconia jedoensis",1,1,"False","FALSE","FALSE","FALSE",
"Boehmeria heteroidea","Boehmeria heteroidea",1,1,"False","FALSE","FALSE","FALSE",
"Boehmeria zollingeriana","Boehmeria zollingeriana",1,1,"False","FALSE","FALSE","FALSE",
"Boehmeria diversiflora","Boehmeria diversiflora",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia coccinea","Boerhavia coccinea",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia hirsuta","Boerhavia hirsuta",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia diandra","Boerhavia diandra",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia elegans","Boerhavia elegans",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia ascendens","Boerhavia ascendens",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia pachypoda","Boerhavia pachypoda",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia pubescens","Boerhavia pubescens",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia viscosa","Boerhavia viscosa",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia friesii","Boerhavia friesii",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia paniculata","Boerhavia paniculata",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia rubicunda","Boerhavia rubicunda",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia ixodes","Boerhavia ixodes",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia diffusa","Boerhavia diffusa",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia caribaea","Boerhavia caribaea",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia marlothii","Boerhavia marlothii",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia tomentosa","Boerhavia tomentosa",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia adscendens","Boerhavia adscendens",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia glutinosa","Boerhavia glutinosa",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia repens","Boerhavia repens",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia agglutinans","Boerhavia agglutinans",1,1,"False","FALSE","FALSE","FALSE",
"Boerhavia reboudiana","Boerhavia reboudiana",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus robustus","Bolboschoenus robustus",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus planiculmis","Bolboschoenus planiculmis",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus laticarpus","Bolboschoenus laticarpus",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus glaucus","Bolboschoenus glaucus",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus maritimus","Bolboschoenus maritimus",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus fluviatilis","Bolboschoenus fluviatilis",1,1,"False","FALSE","FALSE","FALSE",
"Bolboschoenus yagara","Bolboschoenus yagara",1,1,"False","FALSE","FALSE","FALSE",
"Bombax cumanense","Bombax cumanense",1,1,"False","FALSE","FALSE","FALSE",
"Bombax heptaphyllum","Bombax heptaphyllum",1,1,"False","FALSE","FALSE","FALSE",
"Bombax ceiba","Bombax ceiba",1,1,"False","FALSE","FALSE","FALSE",
"Bombax mompoxense","Bombax mompoxense",1,1,"False","FALSE","FALSE","FALSE",
"Bombax album","Bombax album",1,1,"False","FALSE","FALSE","FALSE",
"Bombax cyathophorum","Bombax cyathophorum",1,1,"False","FALSE","FALSE","FALSE",
"Bombax thorelii","Bombax thorelii",1,1,"False","FALSE","FALSE","FALSE",
"Bombax grandiflorum","Bombax grandiflorum",1,1,"False","FALSE","FALSE","FALSE",
"Bombax guineensis","Bombax guineensis",1,1,"False","FALSE","FALSE","FALSE",
"Bombax orientale","Bombax orientale",1,1,"False","FALSE","FALSE","FALSE",
"Bonafousia polyneura","Bonafousia polyneura",1,1,"False","FALSE","FALSE","FALSE",
"Bonafousia rupicola","Bonafousia rupicola",1,1,"False","FALSE","FALSE","FALSE",
"Bonellia macrocarpa","Bonellia macrocarpa",1,1,"False","FALSE","FALSE","FALSE",
"Borago zeylanica","Borago zeylanica",1,1,"False","FALSE","FALSE","FALSE",
"Borago officinalis","Borago officinalis",1,1,"False","FALSE","FALSE","FALSE",
"Boronia thujona","Boronia thujona",1,1,"False","FALSE","FALSE","FALSE",
"Bossiaea obcordata","Bossiaea obcordata",1,1,"False","FALSE","FALSE","FALSE",
"Bothriochloa pertusa","Bothriochloa pertusa",1,1,"False","FALSE","FALSE","FALSE",
"Bothriochloa ischaemum","Bothriochloa ischaemum",1,1,"False","FALSE","FALSE","FALSE",
"Bothriochloa bladhii","Bothriochloa bladhii",1,1,"False","FALSE","FALSE","FALSE",
"Bothriochloa insculpta","Bothriochloa insculpta",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea speciosa","Bougainvillea speciosa",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea bracteata","Bougainvillea bracteata",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea brasiliensis","Bougainvillea brasiliensis",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea glabra","Bougainvillea glabra",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea peruviana","Bougainvillea peruviana",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea virescens","Bougainvillea virescens",1,1,"False","FALSE","FALSE","FALSE",
"Bougainvillea spectabilis","Bougainvillea spectabilis",1,1,"False","FALSE","FALSE","FALSE",
"Bourreria sonorae","Bourreria sonorae",1,1,"False","FALSE","FALSE","FALSE",
"Bouteloua americana","Bouteloua americana",1,1,"False","FALSE","FALSE","FALSE",
"Bouteloua curtipendula","Bouteloua curtipendula",1,1,"False","FALSE","FALSE","FALSE",
"Bouteloua aristidoides","Bouteloua aristidoides",1,1,"False","FALSE","FALSE","FALSE",
"Bouteloua repens","Bouteloua repens",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria mutica","Brachiaria mutica",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria decumbens","Brachiaria decumbens",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria brizantha","Brachiaria brizantha",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria humidicola","Brachiaria humidicola",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria eruciformis","Brachiaria eruciformis",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria remota","Brachiaria remota",1,1,"False","FALSE","FALSE","FALSE",
"Brachiaria dictyoneura","Brachiaria dictyoneura",1,1,"False","FALSE","FALSE","FALSE",
"Brachistus lanceifolius","Brachistus lanceifolius",1,1,"False","FALSE","FALSE","FALSE",
"Brachyloma daphnoides","Brachyloma daphnoides",1,1,"False","FALSE","FALSE","FALSE",
"Brachypodium distachyon","Brachypodium distachyon",1,1,"False","FALSE","FALSE","FALSE",
"Brachypodium retusum","Brachypodium retusum",1,1,"False","FALSE","FALSE","FALSE",
"Brachypodium flexum","Brachypodium flexum",1,1,"False","FALSE","FALSE","FALSE",
"Brachypodium sylvaticum","Brachypodium sylvaticum",1,1,"False","FALSE","FALSE","FALSE",
"Brachypodium pinnatum","Brachypodium pinnatum",1,1,"False","FALSE","FALSE","FALSE",
"Brachypodium phoenicoides","Brachypodium phoenicoides",1,1,"False","FALSE","FALSE","FALSE",
"Brachystegia leonensis","Brachystegia leonensis",1,1,"False","FALSE","FALSE","FALSE",
"Brachystegia eurycoma","Brachystegia eurycoma",1,1,"False","FALSE","FALSE","FALSE",
"Brachystegia cynometroides","Brachystegia cynometroides",1,1,"False","FALSE","FALSE","FALSE",
"Brachystegia zenkeri","Brachystegia zenkeri",1,1,"False","FALSE","FALSE","FALSE",
"Brachystegia laurentii","Brachystegia laurentii",1,1,"False","FALSE","FALSE","FALSE",
"Brachystemum lanceolatum","Brachystemum lanceolatum",1,1,"False","FALSE","FALSE","FALSE",
"Brachystemum verticillatum","Brachystemum verticillatum",1,1,"False","FALSE","FALSE","FALSE",
"Brahea dulcis","Brahea dulcis",1,1,"False","FALSE","FALSE","FALSE",
"Brasiliopuntia subacarpa","Brasiliopuntia subacarpa",1,1,"False","FALSE","FALSE","FALSE",
"Brasiliopuntia bahiensis","Brasiliopuntia bahiensis",1,1,"False","FALSE","FALSE","FALSE",
"Brasiliopuntia neoargentina","Brasiliopuntia neoargentina",1,1,"False","FALSE","FALSE","FALSE",
"Brasiliopuntia schulzii","Brasiliopuntia schulzii",1,1,"False","FALSE","FALSE","FALSE",
"Brassia villosa","Brassica villosa",0.9833333333,1,"False","TRUE","FALSE","FALSE",
"Brassica pourretii","Brassica pourretii",1,1,"False","FALSE","FALSE","FALSE",
"Brassica juncea","Brassica juncea",1,1,"False","FALSE","FALSE","FALSE",
"Brassica insularis","Brassica insularis",1,1,"False","FALSE","FALSE","FALSE",
"Brassica rupestris","Brassica rupestris",1,1,"False","FALSE","FALSE","FALSE",
"Brassica rapa","Brassica rapa",1,1,"False","FALSE","FALSE","FALSE",
"Brassica napus","Brassica napus",1,1,"False","FALSE","FALSE","FALSE",
"Brassica nigra","Brassica nigra",1,1,"False","FALSE","FALSE","FALSE",
"Brassica villosa","Brassica villosa",1,1,"False","FALSE","FALSE","FALSE",
"Brassica odorata","Brassica odorata",1,1,"False","FALSE","FALSE","FALSE",
"Brassica incana","Brassica incana",1,1,"False","FALSE","FALSE","FALSE",
"Brassica brassicata","Brassica brassicata",1,1,"False","FALSE","FALSE","FALSE",
"Brassica leucantha","Brassica leucantha",1,1,"False","FALSE","FALSE","FALSE",
"Brassica balearica","Brassica balearica",1,1,"False","FALSE","FALSE","FALSE",
"Brassica oleronensis","Brassica oleronensis",1,1,"False","FALSE","FALSE","FALSE",
"Brassica montana","Brassica montana",1,1,"False","FALSE","FALSE","FALSE",
"Brassica carinata","Brassica carinata",1,1,"False","FALSE","FALSE","FALSE",
"Brassica cretica","Brassica cretica",1,1,"False","FALSE","FALSE","FALSE",
"Brassica gallica","Brassica gallica",1,1,"False","FALSE","FALSE","FALSE",
"Brassica rubra","Brassica rubra",1,1,"False","FALSE","FALSE","FALSE",
"Brassica urbaniana","Brassica urbaniana",1,1,"False","FALSE","FALSE","FALSE",
"Brassica willdenovii","Brassica willdenovii",1,1,"False","FALSE","FALSE","FALSE",
"Brassica oleracea","Brassica oleracea",1,1,"False","FALSE","FALSE","FALSE",
"Brassica saruna","Brassica saruna",1,1,"False","FALSE","FALSE","FALSE",
"Brassica elongata","Brassica elongata",1,1,"False","FALSE","FALSE","FALSE",
"Brassica turgida","Brassica turgida",1,1,"False","FALSE","FALSE","FALSE",
"Brassicaria bracteata","Brassicaria bracteata",1,1,"False","FALSE","FALSE","FALSE",
"Braya humilis","Braya humilis",1,1,"False","FALSE","FALSE","FALSE",
"Braya alpina","Braya alpina",1,1,"False","FALSE","FALSE","FALSE",
"Braya nana","Braya nana",1,1,"False","FALSE","FALSE","FALSE",
"Braya siliquosa","Braya siliquosa",1,1,"False","FALSE","FALSE","FALSE",
"Braya glabella","Braya glabella",1,1,"False","FALSE","FALSE","FALSE",
"Breynia disticha","Breynia disticha",1,1,"False","FALSE","FALSE","FALSE",
"Breynia fruticosa","Breynia fruticosa",1,1,"False","FALSE","FALSE","FALSE",
"Brickellia eupatorioides","Brickellia eupatorioides",1,1,"False","FALSE","FALSE","FALSE",
"Brickellia chlorolepis","Brickellia chlorolepis",1,1,"False","FALSE","FALSE","FALSE",
"Brighamia insignis","Brighamia insignis",1,1,"False","FALSE","FALSE","FALSE",
"Briza marcowiczii","Briza marcowiczii",1,1,"False","FALSE","FALSE","FALSE",
"Briza media","Briza media",1,1,"False","FALSE","FALSE","FALSE",
"Briza minor","Briza minor",1,1,"False","FALSE","FALSE","FALSE",
"Briza maxima","Briza maxima",1,1,"False","FALSE","FALSE","FALSE",
"Bromus japonicus","Bromus japonicus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus ciliatus","Bromus ciliatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus inermis","Bromus inermis",1,1,"False","FALSE","FALSE","FALSE",
"Bromus marginatus","Bromus marginatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus segetum","Bromus segetum",1,1,"False","FALSE","FALSE","FALSE",
"Bromus briziformis","Bromus briziformis",1,1,"False","FALSE","FALSE","FALSE",
"Bromus catharticus","Bromus catharticus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus sewerzowii","Bromus sewerzowii",1,1,"False","FALSE","FALSE","FALSE",
"Bromus danthoniae","Bromus danthoniae",1,1,"False","FALSE","FALSE","FALSE",
"Bromus fasciculatus","Bromus fasciculatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus carinatus","Bromus carinatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus remotiflorus","Bromus remotiflorus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus sitchensis","Bromus sitchensis",1,1,"False","FALSE","FALSE","FALSE",
"Bromus haussknechtii","Bromus haussknechtii",1,1,"False","FALSE","FALSE","FALSE",
"Bromus rubens","Bromus rubens",1,1,"False","FALSE","FALSE","FALSE",
"Bromus lanceolatus","Bromus lanceolatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus intermedius","Bromus intermedius",1,1,"False","FALSE","FALSE","FALSE",
"Bromus tomentosus","Bromus tomentosus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus aegyptiacus","Bromus aegyptiacus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus mairei","Bromus mairei",1,1,"False","FALSE","FALSE","FALSE",
"Bromus tomentellus","Bromus tomentellus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus syriacus","Bromus syriacus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus pubescens","Bromus pubescens",1,1,"False","FALSE","FALSE","FALSE",
"Bromus riparius","Bromus riparius",1,1,"False","FALSE","FALSE","FALSE",
"Bromus richardsonii","Bromus richardsonii",1,1,"False","FALSE","FALSE","FALSE",
"Bromus oxyodon","Bromus oxyodon",1,1,"False","FALSE","FALSE","FALSE",
"Bromus biebersteinii","Bromus biebersteinii",1,1,"False","FALSE","FALSE","FALSE",
"Bromus rigidus","Bromus rigidus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus alopecuros","Bromus alopecuros",1,1,"False","FALSE","FALSE","FALSE",
"Bromus pumpellianus","Bromus pumpellianus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus auleticus","Bromus auleticus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus maritimus","Bromus maritimus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus grossus","Bromus grossus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus striatus","Bromus striatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus cebadilla","Bromus cebadilla",1,1,"False","FALSE","FALSE","FALSE",
"Bromus pectinatus","Bromus pectinatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus commutatus","Bromus commutatus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus benekenii","Bromus benekenii",1,1,"False","FALSE","FALSE","FALSE",
"Bromus racemosus","Bromus racemosus",1,1,"False","FALSE","FALSE","FALSE",
"Bromus pseudodanthoniae","Bromus pseudodanthoniae",1,1,"False","FALSE","FALSE","FALSE",
"Bromus chrysopogon","Bromus chrysopogon",1,1,"False","FALSE","FALSE","FALSE",
