"gbif","tank","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Rondeletia buddleoides","Rondeletia buddleioides",1,0.976767676768,"False",FALSE,FALSE,FALSE,FALSE
"Rondeletia inermis","Rondeletia inermis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rondeletia odorata","Rondeletia odorata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rondeletia portoricensis","Rondeletia portoricensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rondeletia stipularis","Rondeletia stipularis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ronnbergia neoregelioides","Ronnbergia neoregelioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roridula dentata","Roridula dentata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roridula gorgonias","Roridula gorgonias",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa alpina","Rorippa alpina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa amphibia","Rorippa amphibia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa aquatica","Rorippa aquatica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa austriaca","Rorippa austriaca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa barbareifolia","Rorippa barbareifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa benghalensis","Rorippa benghalensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa calycina","Rorippa calycina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa columbiae","Rorippa columbiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa curvipes","Rorippa curvipes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa curvisiliqua","Rorippa curvisiliqua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa divaricata","Rorippa divaricata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa dubia","Rorippa dubia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa eustylis","Rorippa eustylis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa gigantea","Rorippa gigantea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa globosa","Rorippa globosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa indica","Rorippa indica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa intermedia","Rorippa intermedia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa islandica","Rorippa islandica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa laciniata","Rorippa laciniata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa palustris","Rorippa palustris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa pyrenaica","Rorippa pyrenaica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa sessiliflora","Rorippa sessiliflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa silvestris","Rorippa sylvestris",1,0.94,"False",FALSE,TRUE,FALSE,FALSE
"Rorippa sinuata","Rorippa sinuata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa stylosa","Rorippa stylosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa sylvestris","Rorippa sylvestris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rorippa terretris","Rorippa terrestris",1,0.946296296296,"False",FALSE,TRUE,FALSE,FALSE
"Rosa abyssinica","Rosa abyssinica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa acicularis","Rosa acicularis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa adenosepala","Rosa adenosepala",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa agrestis","Rosa agrestis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa alba","Rosa alba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa andegavensis","Rosa andegavensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa arkansana","Rosa arkansana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa arvensis","Rosa arvensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa arvina","Rosa arvina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa austriaca","Rosa austriaca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa banksiae","Rosa banksiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa beggeriana","Rosa beggeriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa bella","Rosa bella",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa besseriana","Rosa besseri",1,0.97,"False",FALSE,FALSE,FALSE,FALSE
"Rosa bibracteata","Rosa bibracteata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa blanda","Rosa blanda",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa borboniana","Rosa borboniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa bracteata","Rosa bracteata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa bridgesii","Rosa bridgesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa broteri","Rosa broteroi",1,0.983333333333,"False",FALSE,FALSE,FALSE,FALSE
"Rosa brunoniana","Rosa brunonii",1,0.9575,"False",FALSE,TRUE,FALSE,FALSE
"Rosa brunonii","Rosa brunonii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa brunonis","Rosa brunonii",1,0.975,"False",FALSE,FALSE,FALSE,FALSE
"Rosa californica","Rosa californica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa campestris","Rosa campestris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa canina","Rosa canina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa caroliana","Rosa carolina",1,0.968518518519,"False",FALSE,FALSE,FALSE,FALSE
"Rosa carolina","Rosa carolina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa centifolia","Rosa centifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa chavinii","Rosa chavinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa chinensis","Rosa chinensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa cineracea","Rosa cinerascens",1,0.948821548822,"False",FALSE,TRUE,FALSE,FALSE
"Rosa clinophlaea","Rosa clinophylla",1,0.963636363636,"False",FALSE,FALSE,FALSE,FALSE
"Rosa clinophylla","Rosa clinophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa collina","Rosa collina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa communis","Rosa communis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa cordifolia","Rosa cordifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa coronata","Rosa coronata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa corymbifera","Rosa corymbifera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa corymbiflora","Rosa corymbifera",1,0.982828282828,"False",FALSE,FALSE,FALSE,FALSE
"Rosa crenulata","Rosa crenulata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa cymosa","Rosa cymosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa dahurica","Rosa dahurica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa davurica","Rosa davurica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa dumetorum","Rosa dumetorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa dumosa","Rosa dumosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa ecae","Rosa ecae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa eglanteria","Rosa eglanteria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa elliptica","Rosa elliptica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa fedtschenkoana","Rosa fedtschenkoana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa fissispina","Rosa fissispina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa floriana","Rosa floridana",1,0.981481481481,"False",FALSE,FALSE,FALSE,FALSE
"Rosa foetida","Rosa foetida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa foliolosa","Rosa foliolosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa fraxinifolia","Rosa fraxinifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa fujisanensis","Rosa fujisanensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa gallica","Rosa gallica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa glandulosa","Rosa glandulosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa glauca","Rosa glauca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa glaucescens","Rosa glaucescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa glaucina","Rosa glauca",1,0.958333333333,"False",FALSE,TRUE,FALSE,FALSE
"Rosa grandiflora","Rosa grandiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa granensis","Rosa granatensis",1,0.963636363636,"False",FALSE,FALSE,FALSE,FALSE
"Rosa granulata","Rosa granulosa",1,0.940740740741,"False",FALSE,TRUE,FALSE,FALSE
"Rosa gymnocarpa","Rosa gymnocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa heckeliana","Rosa heckeliana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa henryi","Rosa henryi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa hirtula","Rosa hirtula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa hispida","Rosa hispida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa hugonis","Rosa hugonis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa hybrida","Rosa hybrida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa ichangensis","Rosa iochanensis",1,0.945454545455,"False",FALSE,TRUE,FALSE,FALSE
"Rosa indica","Rosa indica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa involucrata","Rosa involucrata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa kokanica","Rosa kokanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa laevigata","Rosa laevigata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa laevis","Rosa laevis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa laxa","Rosa laxa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa leschenaultiana","Rosa leschenaultiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa longicuspis","Rosa longicuspis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa luciae","Rosa luciae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa lucida","Rosa lucida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa lucieae","Rosa lucieae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa majalis","Rosa majalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa marretii","Rosa marretii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa maximowicziana","Rosa maximowicziana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa mirogojana","Rosa mirogojana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa mollis","Rosa mollis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa morrisonensis","Rosa morrisonensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa moschata","Rosa moschata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa moyesii","Rosa moyesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa multiflora","Rosa multiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa nevadensis","Rosa nevadensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa nipponensis","Rosa nipponensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa nitida","Rosa nitida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa nutkana","Rosa nutkana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa odorata","Rosa odorata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa omeiensis","Rosa omeiensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa orientalis","Rosa orientalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa palustris","Rosa palustris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa parvula","Rosa parvula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pendulina","Rosa pendulina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa persica","Rosa persica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa phoenicea","Rosa phoenicia",1,0.977777777778,"False",FALSE,FALSE,FALSE,FALSE
"Rosa phoenicia","Rosa phoenicia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pimpinellifolia","Rosa pimpinellifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pimpinetifolia","Rosa pimpinellifolia",1,0.964139194139,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pinetorum","Rosa pinetorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pisiformis","Rosa pisiformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pisocarpa","Rosa pisocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa platyacantha","Rosa platyacantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa platyphylla","Rosa platyphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa poetica","Rosa poetica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa polyanthema","Rosa polyantha",1,0.987878787879,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pouzinii","Rosa pouzinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pratinicola","Rosa pratincola",1,0.987878787879,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pubescens","Rosa pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa pumila","Rosa pumila",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa quelpaertensis","Rosa quelpaertensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa reversa","Rosa reversa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa rhodani","Rosa rhodanii",1,0.9875,"True",FALSE,FALSE,FALSE,FALSE
"Rosa roxburghii","Rosa roxburghii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa rubiginosa","Rosa rubiginosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa rubignosa","Rosa rubiginosa",1,0.983333333333,"False",FALSE,FALSE,FALSE,FALSE
"Rosa rubus","Rosa rubus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa rugosa","Rosa rugosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa rusticana","Rosa rustica",1,0.977777777778,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sambucina","Rosa sambucina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa scandens","Rosa scandens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa semperivirens","Rosa sempervirens",1,0.978632478632,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sempervirens","Rosa sempervirens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa serafinii","Rosa serafinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sericea","Rosa sericea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sertata","Rosa sertata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa setigera","Rosa setigera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sherardii","Rosa sherardii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sibirica","Rosa sibirica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sinica","Rosa sinica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sorbifolia","Rosa sorbifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa soulieana","Rosa soulieana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa spinosissima","Rosa spinosissima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa spithamea","Rosa spithamea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa squarrosa","Rosa squarrosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa stellata","Rosa stellata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa stylosa","Rosa stylosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa suavis","Rosa suavis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa sylvatica","Rosa sylvatica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa timbalii","Rosa timbaliana",1,0.9575,"False",FALSE,TRUE,FALSE,FALSE
"Rosa tomentosa","Rosa tomentosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa villarsiana","Rosa villarsii",1,0.974410774411,"False",FALSE,FALSE,FALSE,FALSE
"Rosa villosa","Rosa villosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa virginea","Rosa virginica",1,0.953703703704,"False",FALSE,TRUE,FALSE,FALSE
"Rosa virginiana","Rosa virginiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa viscaria","Rosa viscaria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa webbiana","Rosa webbiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa wichuraiana","Rosa wichuraiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa willmottiae","Rosa willmottiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa woodsii","Rosa woodsii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosa xanthina","Rosa xanthina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roscheria melanochaetes","Roscheria melanochaetes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roscheria melanochoetes","Roscheria melanochaetes",1,0.989743589744,"False",FALSE,FALSE,FALSE,FALSE
"Rosenbergiodendron formosum","Rosenbergiodendron formosum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosenbergiodendron longiflorum","Rosenbergiodendron longiflorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosenia glandulosa","Rosenia glandulosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosenia humilis","Rosenia humilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosmarinus eriocalyx","Rosmarinus eriocalyx",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosmarinus lavandulaceus","Rosmarinus lavandulaceus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosmarinus officinalis","Rosmarinus officinalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rosmarinus prostratus","Rosmarinus prostratus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rostkovia magellanica","Rostkovia magellanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rostraria cristata","Rostraria cristata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rostraria obtusiflora","Rostraria obtusiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rostraria pumila","Rostraria pumila",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rotala densiflora","Rotala densiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rotala indica","Rotala indica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rotala koreana","Rotala koreana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rotala ramosior","Rotala ramosior",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rotheca incisa","Rotheca incisa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rotheca myricoides","Rotheca myricoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rothmannia capensis","Rothmannia capensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rothmannia longiflora","Rothmannia longiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rothmannia manganjae","Rothmannia manganjae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rottboellia compressa","Rottboellia compressa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rottboellia incurvata","Rottboellia incurvata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rottboellia rugosa","Rottboellia rugosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roucheria calophylla","Roucheria calophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roupala complicata","Roupala complicata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roupala ferruginea","Roupala ferruginea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roupala mayana","Roupala mayana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roupala monosperma","Roupala monosperma",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roupala montana","Roupala montana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roupala obovata","Roupala obovata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rourea coccinea","Rourea coccinea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rourea microphylla","Rourea microphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rourea minor","Rourea minor",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roussea simplex","Roussea simplex",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roystonea borinquena","Roystonea borinquena",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roystonea lenis","Roystonea lenis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roystonea maisiana","Roystonea maisiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roystonea oleracea","Roystonea oleracea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roystonea princeps","Roystonea princeps",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Roystonea regia","Roystonea regia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ruagea pubescens","Ruagea pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia alata","Rubia alata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia chinensis","Rubia chinensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia cordifolia","Rubia cordifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia diffusa","Rubia diffusa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia discolor","Rubia discolor",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia fruticosa","Rubia fruticosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia hexaphylla","Rubia hexaphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia hispidicaulis","Rubia hispidicaulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia horrida","Rubia horrida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia manjith","Rubia manjith",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia membranacea","Rubia membranacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia peregrina","Rubia peregrina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia petiolaris","Rubia petiolaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia ramosissima","Rubia ramosissima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia rotundifolia","Rubia rotundifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia scabra","Rubia scabra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia schumanniana","Rubia schumanniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia sylvatica","Rubia sylvatica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia tinctoria","Rubia tinctoria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubia tinctorum","Rubia tinctorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubiteucris palmata","Rubiteucris palmata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubiteucris siccanea","Rubiteucris siccanea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus aboriginum","Rubus aboriginum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus acutifolius","Rubus acutifolius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus acutiformis","Rubus acutifolius",1,0.963636363636,"False",FALSE,FALSE,FALSE,FALSE
"Rubus adenanthus","Rubus adenanthus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus adspersus","Rubus adspersus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus affinis","Rubus affinis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus albomicans","Rubus albicans",1,0.953333333333,"False",FALSE,TRUE,FALSE,FALSE
"Rubus allegheniensis","Rubus allegheniensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus amabilis","Rubus amabilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus ambiguus","Rubus ambiguus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus amoenus","Rubus amoenus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus angustifolius","Rubus angustifolius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus arcticus","Rubus arcticus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus arduennensis","Rubus arduennensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus argenteus","Rubus argenteus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus argus","Rubus argutus",1,0.942857142857,"False",FALSE,TRUE,FALSE,FALSE
"Rubus argutus","Rubus argutus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus arizonensis","Rubus arizonensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus australis","Rubus australis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus baenitzii","Rubus baenitzii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus baileyanus","Rubus baileyanus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus bellardii","Rubus bellardii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus bellidiflorus","Rubus bellidiflorus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus biflorus","Rubus biflorus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus bifrons","Rubus bifrons",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus bollei","Rubus bollei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus bracteatus","Rubus bractealis",1,0.96,"False",FALSE,FALSE,FALSE,FALSE
"Rubus buergeri","Rubus buergeri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus buschii","Rubus buschii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus bushii","Rubus buschii",1,0.966666666667,"False",TRUE,FALSE,FALSE,FALSE
"Rubus caesius","Rubus caesius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus calycinus","Rubus calycinus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus canadensis","Rubus canadensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Rubus candicans","Rubus candicans",1,1,"False",FALSE,FALSE,FALSE,FALSE
