"gbif","tank","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Carex schottii","Carex schottii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex schweinitzii","Carex schweinitzii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex scirpoidea","Carex scirpoidea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex scirpoides","Carex scirpoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex scoparia","Carex scoparia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex secalina","Carex secalina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex secta","Carex secta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sectoides","Carex sectoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sempervirens","Carex sempervirens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sendaica","Carex sendaica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex seorsa","Carex seorsa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex serratodens","Carex serratodens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex setifolia","Carex setifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex setosa","Carex setosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex shinnersii","Carex shinnersii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex shortiana","Carex shortiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex siccata","Carex siccata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex siderosticta","Carex siderosticta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex siegertiana","Carex siegertiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex silicea","Carex silicea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex simensis","Carex simensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex simulata","Carex simulata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex smithii","Carex smithii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex socialis","Carex socialis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex solandri","Carex solandri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sparganioides","Carex sparganioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex specifica","Carex specifica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex spectabilis","Carex spectabilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex spicata","Carex spicata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex spissa","Carex spissa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex squarrosa","Carex squarrosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stelluta","Carex stellulata",1,0.956666666667,"False",FALSE,TRUE,FALSE,FALSE
"Carex stenocarpa","Carex stenocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stenolepis","Carex stenolepis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stenophylla","Carex stenophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sterilis","Carex sterilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stevenii","Carex stevenii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stipata","Carex stipata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stipitinux","Carex stipitinux",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stramentitia","Carex stramentitia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex straminea","Carex straminea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex straminiformis","Carex straminiformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex straminifromis","Carex straminiformis",1,0.997619047619,"False",FALSE,FALSE,FALSE,FALSE
"Carex striata","Carex striata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex striatula","Carex striatula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stricta","Carex stricta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex strictiformis","Carex strictifolia",1,0.986752136752,"False",TRUE,FALSE,FALSE,FALSE
"Carex strigosa","Carex strigosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stygia","Carex stygia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex styloflexa","Carex styloflexa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex stylosa","Carex stylosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex subebracteata","Carex subebracteata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex suberecta","Carex suberecta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex subfusca","Carex subfusca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex subphysodes","Carex subphysodes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex subrotunda","Carex subrotunda",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex subspathacea","Carex subspathacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex subulata","Carex subulata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex superata","Carex superata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex supina","Carex supina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex swanii","Carex swanii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sychnocephala","Carex sychnocephala",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex sylvatica","Carex sylvatica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tahoensis","Carex tahoensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex taldycola","Carex taldycola",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tasmanica","Carex tasmanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tatsiensis","Carex tatsiensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenax","Carex tenax",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenella","Carex tenella",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenera","Carex tenera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenuiculmis","Carex tenuiculmis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenuiflora","Carex tenuiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenuis","Carex tenuis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tenuispicula","Carex tenuispica",1,0.994444444444,"False",TRUE,FALSE,FALSE,FALSE
"Carex tereticaulis","Carex tereticaulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex teretiuscula","Carex teretiuscula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex testacea","Carex testacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tetanica","Carex tetanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tetrastachya","Carex tetrastachya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex texensis","Carex texensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex thouarsii","Carex thouarsii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex thunbergii","Carex thunbergii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex thuringia","Carex thuringiaca",1,0.993939393939,"False",FALSE,FALSE,FALSE,FALSE
"Carex tincta","Carex tincta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tolmiei","Carex tolmiei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tomentosa","Carex tomentosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tonsa","Carex tonsa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex torreyi","Carex torreyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex torta","Carex torta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex townsendii","Carex townsendii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex triangularis","Carex triangularis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tribuloides","Carex tribuloides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex triceps","Carex triceps",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex trichocarpa","Carex trichocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex trifida","Carex trifida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex trinervis","Carex trinervis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tripartita","Carex tripartita",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex trisperma","Carex trisperma",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tristicha","Carex tristicha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tristis","Carex tristis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tuckermanii","Carex tuckermanii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex tumulicola","Carex tumulicola",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex turfosa","Carex turfosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex turgescens","Carex turgescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex typhina","Carex typhina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex ulobasis","Carex ulobasis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex umbellata","Carex umbellata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex umbrosa","Carex umbrosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex uncifolia","Carex uncifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex unilateralis","Carex unilateralis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex ursina","Carex ursina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex ussuriensis","Carex ussuriensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex utriculata","Carex utriculata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vacillans","Carex vacillans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vaginata","Carex vaginata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex van-heurckii","Carex van-heurckii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex varia","Carex varia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex varica","Carex varia",1,0.966666666667,"False",FALSE,FALSE,FALSE,FALSE
"Carex vernacula","Carex vernacula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex verrucosa","Carex verrucosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex verticillata","Carex verticillata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vesicaria","Carex vesicaria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vesicata","Carex vesicata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vestita","Carex vestita",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex virescens","Carex virescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex virgata","Carex virgata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vixdentata","Carex vixdentata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vulgaris","Carex vulgaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vulpina","Carex vulpina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vulpinaris","Carex vulpinaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex vulpinoidea","Carex vulpinoidea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex wallichiana","Carex wallichiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex wiegandii","Carex wiegandii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex willdenowii","Carex willdenowii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex williamsii","Carex williamsii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex wrightii","Carex wrightii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex xanthocarpa","Carex xanthocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carex xerantica","Carex xerantica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Careya arborea","Careya arborea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carica cestrifolia","Carica cestriflora",1,0.971818181818,"False",FALSE,FALSE,FALSE,FALSE
"Carica papaya","Carica papaya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana decandra","Cariniana decandra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana domestica","Cariniana domestica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana estrellense","Cariniana estrellensis",1,1,"True",FALSE,FALSE,FALSE,FALSE
"Cariniana estrellensis","Cariniana estrellensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana excela","Cariniana excelsa",1,0.97619047619,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana ianeirensis","Cariniana ianeirensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana legalis","Cariniana legalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana micrantha","Cariniana micrantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cariniana pyriformis","Cariniana pyriformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa bispinosa","Carissa bispinosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa carandas","Carissa carandas",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa congesta","Carissa congesta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa diffusa","Carissa diffusa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa edulis","Carissa edulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa hirsuta","Carissa hirsuta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa inermis","Carissa inermis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa laxiflora","Carissa laxiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa macrocarpa","Carissa macrocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa opaca","Carissa opaca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa ovata","Carissa ovata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa paucinervia","Carissa paucinervia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa scabra","Carissa scabra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa spinarum","Carissa spinarum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carissa verticellata","Carissa verticillata",1,0.977777777778,"False",FALSE,FALSE,FALSE,FALSE
"Carlemannia griffithii","Carlemannia griffithii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlemannia tetragona","Carlemannia tetragona",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina acanthifolia","Carlina acanthifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina acaulis","Carlina acaulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina biebersteinii","Carlina biebersteinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina brachylepis","Carlina brachylepis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina corymbosa","Carlina corymbosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina curetum","Carlina curetum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina graeca","Carlina graeca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina gummifera","Carlina gummifera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina hispanica","Carlina hispanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina involucrata","Carlina involucrata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina lanata","Carlina lanata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina libanotica","Carlina libanotica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina macrocephala","Carlina macrocephala",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina nebrodensis","Carlina nebrodensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina pygmaea","Carlina pygmaea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina racemosa","Carlina racemosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina salicifolia","Carlina salicifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlina vulgaris","Carlina vulgaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carlowrightia arizonica","Carlowrightia arizonica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carludovica drudei","Carludovica drudei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carludovica palmata","Carludovica palmata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carmichaelia arborea","Carmichaelia arborea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carmichaelia exsul","Carmichaelia exsul",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carmichaelia kirkii","Carmichaelia kirkii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carmichaelia williamsii","Carmichaelia williamsii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carnarvonia araliifolia","Carnarvonia araliifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carnegiea gigantea","Carnegiea gigantea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carolus chasei","Carolus chasei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpanthea pomeridiana","Carpanthea pomeridiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpentaria acuminata","Carpentaria acuminata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpenteria californica","Carpenteria californica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium abrotanoides","Carpesium abrotanoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium cernuum","Carpesium cernuum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium erythrolepis","Carpesium erythrolepis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium nepalense","Carpesium nepalense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium pubescens","Carpesium pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium racemosum","Carpesium racemosum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium taquetii","Carpesium taquetii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpesium trachelifolium","Carpesium trachelifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpha alpina","Carpha alpina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpha glomerata","Carpha glomerata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpha nitens","Carpha nitens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpha nivicola","Carpha nivicola",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpha schoenoides","Carpha schoenoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carphalea cloiselii","Carphalea cloiselii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carphalea kirondron","Carphalea kirondron",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carphalea madagascariensis","Carphalea madagascariensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carphephorus bellidifolius","Carphephorus bellidifolius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carphephorus pseudoliatris","Carphephorus pseudoliatris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carphephorus tomentosus","Carphephorus tomentosus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus betulus","Carpinus betulus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus caroliniana","Carpinus caroliniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus cordata","Carpinus cordata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus fangiana","Carpinus fangiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus henryana","Carpinus henryana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus japonica","Carpinus japonica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus laxiflora","Carpinus laxiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus londoniana","Carpinus londoniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus orientalis","Carpinus orientalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus paohsingensis","Carpinus paohsingensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus pingpiensis","Carpinus pingpienensis",1,0.989743589744,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus pubescens","Carpinus pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus schuschaensis","Carpinus schuschaensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus tientaiensis","Carpinus tientaiensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus tropicalis","Carpinus tropicalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus tschonoskii","Carpinus tschonoskii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus turczaninovii","Carpinus turczaninovii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus turczaninowii","Carpinus turczaninovii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpinus viminea","Carpinus viminea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpobrotus chilensis","Carpobrotus chilensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpobrotus edulis","Carpobrotus edulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpodetus serratus","Carpodetus serratus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpolobia alba","Carpolobia alba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpolobia goetzei","Carpolobia goetzei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpotroche longifolia","Carpotroche longifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carpoxylon macrospermum","Carpoxylon macrospermum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carramboa trujillensis","Carramboa trujillensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carrichtera annua","Carrichtera annua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carronia protensa","Carronia protensa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus arborescens","Carthamus arborescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus balearicus","Carthamus balearicus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus boissieri","Carthamus boissieri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus creticus","Carthamus creticus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus dentatus","Carthamus dentatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus duvauxii","Carthamus duvauxii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus flavescens","Carthamus flavescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus glaucus","Carthamus glaucus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus lanatus","Carthamus lanatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus leucocaulos","Carthamus leucocaulos",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus nitidus","Carthamus nitidus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus oxyacantha","Carthamus oxyacanthus",1,0.990606060606,"True",FALSE,FALSE,FALSE,FALSE
"Carthamus palaestinus","Carthamus palaestinus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus persicus","Carthamus persicus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus tenuis","Carthamus tenuis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus tinctorius","Carthamus tinctorius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carthamus turkestanicus","Carthamus turkestanicus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cartonema philydroides","Cartonema philydroides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cartrema americana","Cartrema americana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carum carvi","Carum carvi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carvalhoa campanulata","Carvalhoa campanulata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya alba","Carya alba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya cathayensis","Carya cathayensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya cordiformis","Carya cordiformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya glabra","Carya glabra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya illinoensis","Carya illinoinensis",1,0.961305361305,"False",FALSE,FALSE,FALSE,FALSE
"Carya illinoiensis","Carya illinoinensis",1,0.983974358974,"False",FALSE,FALSE,FALSE,FALSE
"Carya myristiciformis","Carya myristiciformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya ovalis","Carya ovalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya ovata","Carya ovata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Carya texana","Carya texana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryocar edule","Caryocar edule",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryocar glabrum","Caryocar glabrum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryocar microcarpum","Caryocar microcarpum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryodaphnopsis bilocellata","Caryodaphnopsis bilocellata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryodaphnopsis tomentosa","Caryodaphnopsis tomentosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryodaphnopsis tonkinensis","Caryodaphnopsis tonkinensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryodendron orinocense","Caryodendron orinocense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryomene grandifolia","Caryomene grandifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryopteris forrestii","Caryopteris forrestii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryopteris incana","Caryopteris incana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryopteris tangutica","Caryopteris tangutica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryopteris ternifolia","Caryopteris terniflora",1,0.958518518519,"False",FALSE,TRUE,FALSE,FALSE
"Caryopteris trichosphaera","Caryopteris trichosphaera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryota mitis","Caryota mitis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryota monostachya","Caryota monostachya",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryota ophiopellis","Caryota ophiopellis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryota sobolifera","Caryota sobolifera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryota urens","Caryota urens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caryotophora skiatophytoides","Caryotophora skiatophytoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casasia clusiifolia","Casasia clusiifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cascabela thevetia","Cascabela thevetia",1,1,"False",FALSE,FALSE,FALSE,FALSE
